Component_1,Smiles_1,Component_2,Smiles_2,T_EP,mu_1,log10_1,FreeE_1,H_int_1,H_MF_1,H_HB_1,H_vdW_1,mu_2,log10_2,FreeE_2,H_int_2,H_MF_2,H_HB_2,H_vdW_2
Caprylic Acid,CCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,283.15,-4.93132,-0.82095,-291881.61606,-11.11329,2.09162,-3.39282,-9.81208,-7.34395,-2.68905,-390588.06939,-14.80406,2.49459,-3.55584,-13.74282
Caprylic Acid,CCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,284.15,-4.93132,-0.82095,-291881.61606,-11.11329,2.09162,-3.39282,-9.81208,-7.34395,-2.68905,-390588.06939,-14.80406,2.49459,-3.55584,-13.74282
Caprylic Acid,CCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,285.15,-4.93132,-0.82095,-291881.61606,-11.11329,2.09162,-3.39282,-9.81208,-7.34395,-2.68905,-390588.06939,-14.80406,2.49459,-3.55584,-13.74282
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,301.09,-4.99041,-0.86428,-291881.67515,-11.41754,2.08454,-3.61691,-9.88517,-6.28902,-1.12628,-293992.41566,-11.34638,1.62977,-2.87372,-10.10242
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,295.81,-4.99041,-0.86428,-291881.67515,-11.41754,2.08454,-3.61691,-9.88517,-6.28902,-1.12628,-293992.41566,-11.34638,1.62977,-2.87372,-10.10242
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,285.87,-4.99041,-0.86428,-291881.67515,-11.41754,2.08454,-3.61691,-9.88517,-6.28902,-1.12628,-293992.41566,-11.34638,1.62977,-2.87372,-10.10242
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,275.8,-4.99041,-0.86428,-291881.67515,-11.41754,2.08454,-3.61691,-9.88517,-6.28902,-1.12628,-293992.41566,-11.34638,1.62977,-2.87372,-10.10242
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,265.57,-4.99041,-0.86428,-291881.67515,-11.41754,2.08454,-3.61691,-9.88517,-6.28902,-1.12628,-293992.41566,-11.34638,1.62977,-2.87372,-10.10242
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,267.57,-4.99041,-0.86428,-291881.67515,-11.41754,2.08454,-3.61691,-9.88517,-6.28902,-1.12628,-293992.41566,-11.34638,1.62977,-2.87372,-10.10242
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,268.65,-4.99041,-0.86428,-291881.67515,-11.41754,2.08454,-3.61691,-9.88517,-6.28902,-1.12628,-293992.41566,-11.34638,1.62977,-2.87372,-10.10242
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,273.22,-4.99041,-0.86428,-291881.67515,-11.41754,2.08454,-3.61691,-9.88517,-6.28902,-1.12628,-293992.41566,-11.34638,1.62977,-2.87372,-10.10242
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,277.54,-4.99041,-0.86428,-291881.67515,-11.41754,2.08454,-3.61691,-9.88517,-6.28902,-1.12628,-293992.41566,-11.34638,1.62977,-2.87372,-10.10242
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,281.42,-4.99041,-0.86428,-291881.67515,-11.41754,2.08454,-3.61691,-9.88517,-6.28902,-1.12628,-293992.41566,-11.34638,1.62977,-2.87372,-10.10242
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,284.76,-4.99041,-0.86428,-291881.67515,-11.41754,2.08454,-3.61691,-9.88517,-6.28902,-1.12628,-293992.41566,-11.34638,1.62977,-2.87372,-10.10242
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,312.05,-5.035,-0.89699,-291881.71975,-11.35255,2.1427,-3.65252,-9.84273,-4.70689,-0.97646,-291723.83777,-8.97925,2.22003,-1.59344,-9.60584
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,302.51,-5.035,-0.89699,-291881.71975,-11.35255,2.1427,-3.65252,-9.84273,-4.70689,-0.97646,-291723.83777,-8.97925,2.22003,-1.59344,-9.60584
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,296.95,-5.035,-0.89699,-291881.71975,-11.35255,2.1427,-3.65252,-9.84273,-4.70689,-0.97646,-291723.83777,-8.97925,2.22003,-1.59344,-9.60584
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,284.16,-5.035,-0.89699,-291881.71975,-11.35255,2.1427,-3.65252,-9.84273,-4.70689,-0.97646,-291723.83777,-8.97925,2.22003,-1.59344,-9.60584
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,274.98,-5.035,-0.89699,-291881.71975,-11.35255,2.1427,-3.65252,-9.84273,-4.70689,-0.97646,-291723.83777,-8.97925,2.22003,-1.59344,-9.60584
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,275.45,-5.035,-0.89699,-291881.71975,-11.35255,2.1427,-3.65252,-9.84273,-4.70689,-0.97646,-291723.83777,-8.97925,2.22003,-1.59344,-9.60584
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,280.16,-5.035,-0.89699,-291881.71975,-11.35255,2.1427,-3.65252,-9.84273,-4.70689,-0.97646,-291723.83777,-8.97925,2.22003,-1.59344,-9.60584
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,285.13,-5.035,-0.89699,-291881.71975,-11.35255,2.1427,-3.65252,-9.84273,-4.70689,-0.97646,-291723.83777,-8.97925,2.22003,-1.59344,-9.60584
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],586.9,1.79442,-13.17333,-495309.21481,-4.412,7.34967,-2.671,-9.09067,2.95633,-12.35745,-423409.4211,-3.83268,7.35093,-2.86726,-8.31635
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],563.6,1.79442,-13.17333,-495309.21481,-4.412,7.34967,-2.671,-9.09067,2.95633,-12.35745,-423409.4211,-3.83268,7.35093,-2.86726,-8.31635
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],525.7,1.79442,-13.17333,-495309.21481,-4.412,7.34967,-2.671,-9.09067,2.95633,-12.35745,-423409.4211,-3.83268,7.35093,-2.86726,-8.31635
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],497.7,1.79442,-13.17333,-495309.21481,-4.412,7.34967,-2.671,-9.09067,2.95633,-12.35745,-423409.4211,-3.83268,7.35093,-2.86726,-8.31635
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],473.4,1.79442,-13.17333,-495309.21481,-4.412,7.34967,-2.671,-9.09067,2.95633,-12.35745,-423409.4211,-3.83268,7.35093,-2.86726,-8.31635
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],493.6,1.79442,-13.17333,-495309.21481,-4.412,7.34967,-2.671,-9.09067,2.95633,-12.35745,-423409.4211,-3.83268,7.35093,-2.86726,-8.31635
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],520.0,1.79442,-13.17333,-495309.21481,-4.412,7.34967,-2.671,-9.09067,2.95633,-12.35745,-423409.4211,-3.83268,7.35093,-2.86726,-8.31635
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],541.8,1.79442,-13.17333,-495309.21481,-4.412,7.34967,-2.671,-9.09067,2.95633,-12.35745,-423409.4211,-3.83268,7.35093,-2.86726,-8.31635
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],567.5,1.79442,-13.17333,-495309.21481,-4.412,7.34967,-2.671,-9.09067,2.95633,-12.35745,-423409.4211,-3.83268,7.35093,-2.86726,-8.31635
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],598.8,1.99694,-13.0248,-495309.01229,-8.7217,5.75669,-5.37087,-9.10752,-4.0065,-16.9541,-324740.84404,-13.45445,1.31677,-9.9792,-4.79201
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],568.6,1.99694,-13.0248,-495309.01229,-8.7217,5.75669,-5.37087,-9.10752,-4.0065,-16.9541,-324740.84404,-13.45445,1.31677,-9.9792,-4.79201
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],537.2,1.99694,-13.0248,-495309.01229,-8.7217,5.75669,-5.37087,-9.10752,-4.0065,-16.9541,-324740.84404,-13.45445,1.31677,-9.9792,-4.79201
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],510.0,1.99694,-13.0248,-495309.01229,-8.7217,5.75669,-5.37087,-9.10752,-4.0065,-16.9541,-324740.84404,-13.45445,1.31677,-9.9792,-4.79201
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],473.8,1.99694,-13.0248,-495309.01229,-8.7217,5.75669,-5.37087,-9.10752,-4.0065,-16.9541,-324740.84404,-13.45445,1.31677,-9.9792,-4.79201
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],483.6,1.99694,-13.0248,-495309.01229,-8.7217,5.75669,-5.37087,-9.10752,-4.0065,-16.9541,-324740.84404,-13.45445,1.31677,-9.9792,-4.79201
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],503.8,1.99694,-13.0248,-495309.01229,-8.7217,5.75669,-5.37087,-9.10752,-4.0065,-16.9541,-324740.84404,-13.45445,1.31677,-9.9792,-4.79201
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],513.6,1.99694,-13.0248,-495309.01229,-8.7217,5.75669,-5.37087,-9.10752,-4.0065,-16.9541,-324740.84404,-13.45445,1.31677,-9.9792,-4.79201
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],539.9,1.99694,-13.0248,-495309.01229,-8.7217,5.75669,-5.37087,-9.10752,-4.0065,-16.9541,-324740.84404,-13.45445,1.31677,-9.9792,-4.79201
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],557.85,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],512.35,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],478.98,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],431.68,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],387.12,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],343.55,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],348.98,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],356.75,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],364.05,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],370.98,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],379.48,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],384.02,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],393.48,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],397.98,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],404.48,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],411.35,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],418.28,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],423.15,-6.24105,-11.58023,-477168.44381,-22.61611,3.28976,-18.58433,-7.32154,0.70425,-13.97283,-495310.30498,-13.18283,4.35615,-9.28714,-8.25184
Cyclohexanecarboxylic Acid,O=C(O)C1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,265.0,-3.88946,-0.61843,-266448.6257,-9.37528,1.7421,-3.5716,-7.54579,-6.27098,-1.11305,-293992.39762,-11.31805,1.65276,-2.89912,-10.07169
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,308.182,-4.85312,-1.51926,-315801.93327,-11.05666,1.99709,-3.61785,-9.43591,-6.28205,-1.12117,-293992.40869,-11.34565,1.6268,-2.87103,-10.10143
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,298.9,-4.85312,-1.51926,-315801.93327,-11.05666,1.99709,-3.61785,-9.43591,-6.28205,-1.12117,-293992.40869,-11.34565,1.6268,-2.87103,-10.10143
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,289.19,-4.85312,-1.51926,-315801.93327,-11.05666,1.99709,-3.61785,-9.43591,-6.28205,-1.12117,-293992.40869,-11.34565,1.6268,-2.87103,-10.10143
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,275.455,-4.85312,-1.51926,-315801.93327,-11.05666,1.99709,-3.61785,-9.43591,-6.28205,-1.12117,-293992.40869,-11.34565,1.6268,-2.87103,-10.10143
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,262.12,-4.85312,-1.51926,-315801.93327,-11.05666,1.99709,-3.61785,-9.43591,-6.28205,-1.12117,-293992.40869,-11.34565,1.6268,-2.87103,-10.10143
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,273.434,-4.85312,-1.51926,-315801.93327,-11.05666,1.99709,-3.61785,-9.43591,-6.28205,-1.12117,-293992.40869,-11.34565,1.6268,-2.87103,-10.10143
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,278.687,-4.85312,-1.51926,-315801.93327,-11.05666,1.99709,-3.61785,-9.43591,-6.28205,-1.12117,-293992.40869,-11.34565,1.6268,-2.87103,-10.10143
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,283.535,-4.85312,-1.51926,-315801.93327,-11.05666,1.99709,-3.61785,-9.43591,-6.28205,-1.12117,-293992.40869,-11.34565,1.6268,-2.87103,-10.10143
DL-camphor,CC12CCC(CC1=O)C2(C)C,Betaine,C[N+](C)(C)CC(=O)[O-],549.5,-3.08451,0.00031,-292471.30547,-5.30638,3.72765,-0.15243,-8.8816,3.70547,-9.78004,-252577.13781,-3.09768,6.32785,-2.60075,-6.82477
DL-camphor,CC12CCC(CC1=O)C2(C)C,Betaine,C[N+](C)(C)CC(=O)[O-],512.2,-3.08451,0.00031,-292471.30547,-5.30638,3.72765,-0.15243,-8.8816,3.70547,-9.78004,-252577.13781,-3.09768,6.32785,-2.60075,-6.82477
DL-camphor,CC12CCC(CC1=O)C2(C)C,Betaine,C[N+](C)(C)CC(=O)[O-],494.3,-3.08451,0.00031,-292471.30547,-5.30638,3.72765,-0.15243,-8.8816,3.70547,-9.78004,-252577.13781,-3.09768,6.32785,-2.60075,-6.82477
DL-camphor,CC12CCC(CC1=O)C2(C)C,Betaine,C[N+](C)(C)CC(=O)[O-],468.4,-3.08451,0.00031,-292471.30547,-5.30638,3.72765,-0.15243,-8.8816,3.70547,-9.78004,-252577.13781,-3.09768,6.32785,-2.60075,-6.82477
DL-camphor,CC12CCC(CC1=O)C2(C)C,Betaine,C[N+](C)(C)CC(=O)[O-],448.6,-3.08451,0.00031,-292471.30547,-5.30638,3.72765,-0.15243,-8.8816,3.70547,-9.78004,-252577.13781,-3.09768,6.32785,-2.60075,-6.82477
DL-camphor,CC12CCC(CC1=O)C2(C)C,Betaine,C[N+](C)(C)CC(=O)[O-],413.4,-3.08451,0.00031,-292471.30547,-5.30638,3.72765,-0.15243,-8.8816,3.70547,-9.78004,-252577.13781,-3.09768,6.32785,-2.60075,-6.82477
DL-camphor,CC12CCC(CC1=O)C2(C)C,Betaine,C[N+](C)(C)CC(=O)[O-],384.0,-3.08451,0.00031,-292471.30547,-5.30638,3.72765,-0.15243,-8.8816,3.70547,-9.78004,-252577.13781,-3.09768,6.32785,-2.60075,-6.82477
DL-camphor,CC12CCC(CC1=O)C2(C)C,Betaine,C[N+](C)(C)CC(=O)[O-],393.8,-3.08451,0.00031,-292471.30547,-5.30638,3.72765,-0.15243,-8.8816,3.70547,-9.78004,-252577.13781,-3.09768,6.32785,-2.60075,-6.82477
DL-camphor,CC12CCC(CC1=O)C2(C)C,Betaine,C[N+](C)(C)CC(=O)[O-],415.9,-3.08451,0.00031,-292471.30547,-5.30638,3.72765,-0.15243,-8.8816,3.70547,-9.78004,-252577.13781,-3.09768,6.32785,-2.60075,-6.82477
DL-camphor,CC12CCC(CC1=O)C2(C)C,ChCl,C[N+](C)(C)CCO.[Cl-],516.9,-3.00803,0.0564,-292471.22898,-5.35085,3.81598,-0.17198,-8.99485,2.14351,-12.91731,-495308.86572,-5.17565,5.78261,-2.11533,-8.84292
DL-camphor,CC12CCC(CC1=O)C2(C)C,ChCl,C[N+](C)(C)CCO.[Cl-],468.3,-3.00803,0.0564,-292471.22898,-5.35085,3.81598,-0.17198,-8.99485,2.14351,-12.91731,-495308.86572,-5.17565,5.78261,-2.11533,-8.84292
DL-camphor,CC12CCC(CC1=O)C2(C)C,ChCl,C[N+](C)(C)CCO.[Cl-],416.7,-3.00803,0.0564,-292471.22898,-5.35085,3.81598,-0.17198,-8.99485,2.14351,-12.91731,-495308.86572,-5.17565,5.78261,-2.11533,-8.84292
DL-camphor,CC12CCC(CC1=O)C2(C)C,ChCl,C[N+](C)(C)CCO.[Cl-],372.3,-3.00803,0.0564,-292471.22898,-5.35085,3.81598,-0.17198,-8.99485,2.14351,-12.91731,-495308.86572,-5.17565,5.78261,-2.11533,-8.84292
DL-camphor,CC12CCC(CC1=O)C2(C)C,ChCl,C[N+](C)(C)CCO.[Cl-],328.7,-3.00803,0.0564,-292471.22898,-5.35085,3.81598,-0.17198,-8.99485,2.14351,-12.91731,-495308.86572,-5.17565,5.78261,-2.11533,-8.84292
DL-camphor,CC12CCC(CC1=O)C2(C)C,ChCl,C[N+](C)(C)CCO.[Cl-],340.4,-3.00803,0.0564,-292471.22898,-5.35085,3.81598,-0.17198,-8.99485,2.14351,-12.91731,-495308.86572,-5.17565,5.78261,-2.11533,-8.84292
DL-camphor,CC12CCC(CC1=O)C2(C)C,ChCl,C[N+](C)(C)CCO.[Cl-],368.9,-3.00803,0.0564,-292471.22898,-5.35085,3.81598,-0.17198,-8.99485,2.14351,-12.91731,-495308.86572,-5.17565,5.78261,-2.11533,-8.84292
DL-camphor,CC12CCC(CC1=O)C2(C)C,ChCl,C[N+](C)(C)CCO.[Cl-],394.2,-3.00803,0.0564,-292471.22898,-5.35085,3.81598,-0.17198,-8.99485,2.14351,-12.91731,-495308.86572,-5.17565,5.78261,-2.11533,-8.84292
DL-camphor,CC12CCC(CC1=O)C2(C)C,ChCl,C[N+](C)(C)CCO.[Cl-],429.6,-3.00803,0.0564,-292471.22898,-5.35085,3.81598,-0.17198,-8.99485,2.14351,-12.91731,-495308.86572,-5.17565,5.78261,-2.11533,-8.84292
D-Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],385.15,-3.00803,0.0564,-292471.22898,-5.35085,3.81598,-0.17198,-8.99485,2.14351,-12.91731,-495308.86572,-5.17565,5.78261,-2.11533,-8.84292
Erythritol,OC[C@H](O)[C@H](O)CO,[N2222]Br,CC[N+](CC)(CC)CC.[Br-],346.1,-4.7583,-6.43713,-288351.85883,-14.52114,3.27012,-11.05147,-6.73979,1.61482,-11.65789,-1848778.88689,-9.17966,7.17553,-5.26313,-11.09206
Erythritol,OC[C@H](O)[C@H](O)CO,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],340.6914286,-4.65706,-6.36289,-288351.75759,-14.58687,3.22291,-11.04282,-6.76695,0.16227,-12.99875,-1947478.62459,-11.93585,8.02402,-5.50359,-14.45627
Erythritol,OC[C@H](O)[C@H](O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],273.15,-4.50311,-6.24998,-288351.60364,-14.73533,3.13234,-11.2287,-6.63897,1.49625,-13.392,-495309.51298,-9.83172,5.13952,-6.386,-8.58524
Erythritol,OC[C@H](O)[C@H](O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],263.15,-4.50311,-6.24998,-288351.60364,-14.73533,3.13234,-11.2287,-6.63897,1.49625,-13.392,-495309.51298,-9.83172,5.13952,-6.386,-8.58524
Erythritol,OC[C@H](O)[C@H](O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],257.15,-4.50311,-6.24998,-288351.60364,-14.73533,3.13234,-11.2287,-6.63897,1.49625,-13.392,-495309.51298,-9.83172,5.13952,-6.386,-8.58524
Erythritol,OC[C@H](O)[C@H](O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],265.15,-4.50311,-6.24998,-288351.60364,-14.73533,3.13234,-11.2287,-6.63897,1.49625,-13.392,-495309.51298,-9.83172,5.13952,-6.386,-8.58524
Erythritol,OC[C@H](O)[C@H](O)CO,ChCl,C[N+](C)(C)CCO.[Cl-],303.15,-4.50311,-6.24998,-288351.60364,-14.73533,3.13234,-11.2287,-6.63897,1.49625,-13.392,-495309.51298,-9.83172,5.13952,-6.386,-8.58524
Ethylammonium chloride,CC[NH3+].[Cl-],Urea,NC(N)=O,302.15,-1.57744,-12.34609,-374086.27941,-12.65579,2.78419,-8.87461,-6.56537,-1.60519,-3.32866,-141433.51365,-8.57692,1.52011,-6.10576,-3.99128
Ethylene Glycol,OCCO,[Ch][OAc],CC(=O)[O-].C[N+](C)(C)CCO,296.15,-3.66849,-0.88872,-144552.92537,-9.64361,1.83184,-7.16296,-4.3125,0.46436,-9.92929,-349914.20607,-10.77998,4.77003,-6.33499,-9.21502
Ethylene Glycol,OCCO,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],259.85,-3.88229,-1.04552,-144553.13917,-8.66469,2.01187,-6.07455,-4.602,0.15583,-13.00347,-1947478.63102,-10.9895,8.28833,-4.63524,-14.64258
Ethylene Glycol,OCCO,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],249.75,-3.88229,-1.04552,-144553.13917,-8.66469,2.01187,-6.07455,-4.602,0.15583,-13.00347,-1947478.63102,-10.9895,8.28833,-4.63524,-14.64258
Ethylene Glycol,OCCO,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],255.65,-3.88229,-1.04552,-144553.13917,-8.66469,2.01187,-6.07455,-4.602,0.15583,-13.00347,-1947478.63102,-10.9895,8.28833,-4.63524,-14.64258
