Component_1,Smiles_1,Component_2,Smiles_2,T_EP,nHD_1,nHA_1,nCsp3_1,nArR_1,nAlR_1,nValE_1,MolLogP_1,PEOE_VSA1_1,PEOE_VSA2_1,PEOE_VSA3_1,PEOE_VSA4_1,PEOE_VSA5_1,PEOE_VSA6_1,PEOE_VSA7_1,PEOE_VSA8_1,PEOE_VSA9_1,PEOE_VSA10_1,PEOE_VSA11_1,PEOE_VSA12_1,PEOE_VSA13_1,PEOE_VSA14_1,nHD_2,nHA_2,nCsp3_2,nArR_2,nAlR_2,nValE_2,MolLogP_2,PEOE_VSA1_2,PEOE_VSA2_2,PEOE_VSA3_2,PEOE_VSA4_2,PEOE_VSA5_2,PEOE_VSA6_2,PEOE_VSA7_2,PEOE_VSA8_2,PEOE_VSA9_2,PEOE_VSA10_2,PEOE_VSA11_2,PEOE_VSA12_2,PEOE_VSA13_2,PEOE_VSA14_2,MoRSE_N_0_1,MoRSE_N_1_1,MoRSE_N_2_1,MoRSE_N_3_1,MoRSE_N_4_1,MoRSE_N_5_1,MoRSE_N_6_1,MoRSE_N_7_1,MoRSE_N_8_1,MoRSE_N_9_1,MoRSE_N_10_1,MoRSE_N_11_1,MoRSE_N_12_1,MoRSE_N_13_1,MoRSE_N_14_1,MoRSE_N_15_1,MoRSE_N_16_1,MoRSE_N_17_1,MoRSE_N_18_1,MoRSE_N_19_1,MoRSE_N_20_1,MoRSE_N_21_1,MoRSE_N_22_1,MoRSE_N_23_1,MoRSE_N_24_1,MoRSE_N_25_1,MoRSE_N_26_1,MoRSE_N_27_1,MoRSE_N_28_1,MoRSE_N_29_1,MoRSE_N_30_1,MoRSE_N_31_1,MoRSE_O_0_1,MoRSE_O_1_1,MoRSE_O_2_1,MoRSE_O_3_1,MoRSE_O_4_1,MoRSE_O_5_1,MoRSE_O_6_1,MoRSE_O_7_1,MoRSE_O_8_1,MoRSE_O_9_1,MoRSE_O_10_1,MoRSE_O_11_1,MoRSE_O_12_1,MoRSE_O_13_1,MoRSE_O_14_1,MoRSE_O_15_1,MoRSE_O_16_1,MoRSE_O_17_1,MoRSE_O_18_1,MoRSE_O_19_1,MoRSE_O_20_1,MoRSE_O_21_1,MoRSE_O_22_1,MoRSE_O_23_1,MoRSE_O_24_1,MoRSE_O_25_1,MoRSE_O_26_1,MoRSE_O_27_1,MoRSE_O_28_1,MoRSE_O_29_1,MoRSE_O_30_1,MoRSE_O_31_1,RGyration_1,InertialShapeFactor_1,Eccentricity_1,Asphericity_1,SpherocityIndex_1,MoRSE_N_0_2,MoRSE_N_1_2,MoRSE_N_2_2,MoRSE_N_3_2,MoRSE_N_4_2,MoRSE_N_5_2,MoRSE_N_6_2,MoRSE_N_7_2,MoRSE_N_8_2,MoRSE_N_9_2,MoRSE_N_10_2,MoRSE_N_11_2,MoRSE_N_12_2,MoRSE_N_13_2,MoRSE_N_14_2,MoRSE_N_15_2,MoRSE_N_16_2,MoRSE_N_17_2,MoRSE_N_18_2,MoRSE_N_19_2,MoRSE_N_20_2,MoRSE_N_21_2,MoRSE_N_22_2,MoRSE_N_23_2,MoRSE_N_24_2,MoRSE_N_25_2,MoRSE_N_26_2,MoRSE_N_27_2,MoRSE_N_28_2,MoRSE_N_29_2,MoRSE_N_30_2,MoRSE_N_31_2,MoRSE_O_0_2,MoRSE_O_1_2,MoRSE_O_2_2,MoRSE_O_3_2,MoRSE_O_4_2,MoRSE_O_5_2,MoRSE_O_6_2,MoRSE_O_7_2,MoRSE_O_8_2,MoRSE_O_9_2,MoRSE_O_10_2,MoRSE_O_11_2,MoRSE_O_12_2,MoRSE_O_13_2,MoRSE_O_14_2,MoRSE_O_15_2,MoRSE_O_16_2,MoRSE_O_17_2,MoRSE_O_18_2,MoRSE_O_19_2,MoRSE_O_20_2,MoRSE_O_21_2,MoRSE_O_22_2,MoRSE_O_23_2,MoRSE_O_24_2,MoRSE_O_25_2,MoRSE_O_26_2,MoRSE_O_27_2,MoRSE_O_28_2,MoRSE_O_29_2,MoRSE_O_30_2,MoRSE_O_31_2,RGyration_2,InertialShapeFactor_2,Eccentricity_2,Asphericity_2,SpherocityIndex_2
Imidazole,c1c[nH]cn1,ChCl,C[N+](C)(C)CCO.[Cl-],329.2685869,1,1,0.0,1,0,26,0.40969999999999995,4.977003270229252,0.0,4.9839785209472085,0.0,0.0,0.0,0.0,12.345790421629522,9.044888826306668,1.3707585561702202,1.4118420783282006,0.0,0.0,0.0,1,1,1.0,0,0,52,-3.3110999999999975,21.998872209981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306327173975916,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,36.0,11.605,-0.471,-0.419,-0.764,-1.4,1.362,0.513,-0.468,-0.118,0.257,-0.591,0.47,-0.121,-0.031,0.38,-0.142,-0.597,0.385,0.001,0.271,0.011,-0.379,-0.225,0.464,0.013,0.029,-0.126,-0.188,0.061,0.267,-0.151,36.0,11.605,-0.471,-0.419,-0.764,-1.4,1.362,0.513,-0.468,-0.118,0.257,-0.591,0.47,-0.121,-0.031,0.38,-0.142,-0.597,0.385,0.001,0.271,0.011,-0.379,-0.225,0.464,0.013,0.029,-0.126,-0.188,0.061,0.267,-0.151,1.237179041904564,0.010368709797275428,0.8752988111049472,0.24746995026746113,0.013426164018791181,231.0,29.162,-3.259,-1.362,-0.624,-2.67,1.165,1.589,0.849,-0.922,-0.909,-0.242,0.229,0.668,0.537,-0.428,-0.908,-0.121,0.393,1.291,-0.52,-0.858,0.275,-0.111,0.256,0.537,-0.408,-0.486,0.123,0.076,0.294,0.085,231.0,29.162,-3.259,-1.362,-0.624,-2.67,1.165,1.589,0.849,-0.922,-0.909,-0.242,0.229,0.668,0.537,-0.428,-0.908,-0.121,0.393,1.291,-0.52,-0.858,0.275,-0.111,0.256,0.537,-0.408,-0.486,0.123,0.076,0.294,0.085,2.881526716100735,0.006543029553150704,0.9910740565330388,0.6558882531654823,0.5176892211738213
Imidazole,c1c[nH]cn1,ChCl,C[N+](C)(C)CCO.[Cl-],338.5459768,1,1,0.0,1,0,26,0.40969999999999995,4.977003270229252,0.0,4.9839785209472085,0.0,0.0,0.0,0.0,12.345790421629522,9.044888826306668,1.3707585561702202,1.4118420783282006,0.0,0.0,0.0,1,1,1.0,0,0,52,-3.3110999999999975,21.998872209981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306327173975916,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,36.0,11.75,-0.483,-0.405,-0.782,-1.346,1.218,0.643,-0.504,-0.132,0.278,-0.559,0.367,-0.021,-0.101,0.411,-0.107,-0.605,0.312,0.048,0.266,0.026,-0.345,-0.283,0.44,0.063,0.016,-0.112,-0.185,0.022,0.3,-0.183,36.0,11.75,-0.483,-0.405,-0.782,-1.346,1.218,0.643,-0.504,-0.132,0.278,-0.559,0.367,-0.021,-0.101,0.411,-0.107,-0.605,0.312,0.048,0.266,0.026,-0.345,-0.283,0.44,0.063,0.016,-0.112,-0.185,0.022,0.3,-0.183,1.230608179159804,0.010254860280734227,0.8697213188739351,0.2414644463503821,0.021194558483835165,231.0,29.472,-4.481,-1.101,-0.902,-3.697,2.453,0.795,0.99,-1.019,-0.58,-0.768,0.489,0.866,0.327,-0.352,-0.649,-0.702,1.057,0.7,-0.606,-0.687,0.214,0.091,0.207,0.5,-0.464,-0.314,-0.044,0.313,0.139,0.116,231.0,29.472,-4.481,-1.101,-0.902,-3.697,2.453,0.795,0.99,-1.019,-0.58,-0.768,0.489,0.866,0.327,-0.352,-0.649,-0.702,1.057,0.7,-0.606,-0.687,0.214,0.091,0.207,0.5,-0.464,-0.314,-0.044,0.313,0.139,0.116,3.3585953909958075,0.008743382665143186,0.9972034738679754,0.7950723747722559,0.45088568145723507
Imidazole,c1c[nH]cn1,ChCl,C[N+](C)(C)CCO.[Cl-],341.9881115,1,1,0.0,1,0,26,0.40969999999999995,4.977003270229252,0.0,4.9839785209472085,0.0,0.0,0.0,0.0,12.345790421629522,9.044888826306668,1.3707585561702202,1.4118420783282006,0.0,0.0,0.0,1,1,1.0,0,0,52,-3.3110999999999975,21.998872209981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306327173975916,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,36.0,11.686,-0.492,-0.435,-0.732,-1.395,1.311,0.56,-0.495,-0.11,0.275,-0.58,0.406,-0.068,-0.048,0.367,-0.087,-0.641,0.362,0.057,0.222,0.035,-0.367,-0.244,0.461,0.028,0.013,-0.139,-0.135,0.029,0.255,-0.132,36.0,11.686,-0.492,-0.435,-0.732,-1.395,1.311,0.56,-0.495,-0.11,0.275,-0.58,0.406,-0.068,-0.048,0.367,-0.087,-0.641,0.362,0.057,0.222,0.035,-0.367,-0.244,0.461,0.028,0.013,-0.139,-0.135,0.029,0.255,-0.132,1.2345625053270475,0.010360196568876682,0.8735780409376213,0.24506956836523586,0.006679742762916199,231.0,29.764,-3.245,-1.641,0.195,-3.889,1.853,1.239,0.868,-1.294,-0.265,-0.531,0.587,0.406,0.77,-0.746,-0.56,-0.453,0.61,1.03,-0.571,-0.875,0.492,-0.15,0.196,0.59,-0.67,-0.252,0.019,0.111,0.261,0.124,231.0,29.764,-3.245,-1.641,0.195,-3.889,1.853,1.239,0.868,-1.294,-0.265,-0.531,0.587,0.406,0.77,-0.746,-0.56,-0.453,0.61,1.03,-0.571,-0.875,0.492,-0.15,0.196,0.59,-0.67,-0.252,0.019,0.111,0.261,0.124,2.9269780132227,0.0035924033438215334,0.9765660758362622,0.48855180546656224,0.5383260908377681
Itaconic acid,C=C(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],330.15,2,4,0.2,0,0,50,0.10189999999999988,10.217616382214425,4.794537184071822,4.794537184071822,0.0,0.0,6.531038962001867,0.0,8.314621642409708,9.11444201366982,0.0,0.0,0.0,2.8623993144652684,11.938610575903699,1,1,1.0,0,0,52,-3.3110999999999975,21.998872209981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306327173975916,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,105.0,13.316,-0.523,0.092,-2.306,-0.779,1.295,0.406,-0.02,-0.232,-0.037,-0.414,0.071,0.157,0.292,0.008,-0.124,-0.534,0.163,0.334,-0.087,0.051,-0.024,-0.275,0.06,0.288,-0.09,0.051,-0.055,-0.201,0.092,0.186,105.0,13.316,-0.523,0.092,-2.306,-0.779,1.295,0.406,-0.02,-0.232,-0.037,-0.414,0.071,0.157,0.292,0.008,-0.124,-0.534,0.163,0.334,-0.087,0.051,-0.024,-0.275,0.06,0.288,-0.09,0.051,-0.055,-0.201,0.092,0.186,1.9965140912836887,0.004695166357121714,0.9097425645297527,0.21739861141165515,0.39681848449411805,231.0,29.588,-3.958,-0.117,-1.768,-2.644,1.287,1.346,1.118,-1.378,-0.51,-0.695,0.692,0.524,0.67,-0.632,-0.566,-0.512,0.795,1.047,-0.765,-0.568,0.115,-0.052,0.392,0.331,-0.471,-0.322,0.118,0.151,0.22,0.157,231.0,29.588,-3.958,-0.117,-1.768,-2.644,1.287,1.346,1.118,-1.378,-0.51,-0.695,0.692,0.524,0.67,-0.632,-0.566,-0.512,0.795,1.047,-0.765,-0.568,0.115,-0.052,0.392,0.331,-0.471,-0.322,0.118,0.151,0.22,0.157,2.8679039974416445,0.005857401889940088,0.9886436136786332,0.6193034489316356,0.5746482247627847
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,ChCl,C[N+](C)(C)CCO.[Cl-],541.85,1,3,0.125,2,0,96,3.1057000000000015,5.1088081911072125,9.589074368143644,0.0,0.0,0.0,48.33934966130636,18.45776231665597,16.60993720807487,18.230784690895057,0.0,5.783244946364939,0.0,1.4311996572326342,5.969305287951849,1,1,1.0,0,0,52,-3.3110999999999975,21.998872209981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306327173975916,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,528.0,21.37,-4.756,-0.108,-4.132,-3.687,5.196,0.465,0.757,-0.845,0.338,-1.392,0.223,-0.101,0.927,0.173,-0.823,-1.165,0.589,1.399,-0.601,0.015,-0.726,0.041,0.929,0.107,-0.379,-0.04,-0.241,0.133,0.439,-0.03,528.0,21.37,-4.756,-0.108,-4.132,-3.687,5.196,0.465,0.757,-0.845,0.338,-1.392,0.223,-0.101,0.927,0.173,-0.823,-1.165,0.589,1.399,-0.601,0.015,-0.726,0.041,0.929,0.107,-0.379,-0.04,-0.241,0.133,0.439,-0.03,3.2870517137403357,0.0011167281354720429,0.9448716728379237,0.31865801023073176,0.3591808235093099,231.0,29.278,-3.464,-0.51,-0.941,-2.988,1.183,1.632,1.022,-0.939,-0.737,-0.306,0.379,0.461,0.49,-0.534,-0.428,-0.736,0.664,1.308,-0.929,-0.567,0.232,-0.23,0.399,0.422,-0.393,-0.324,0.013,0.138,0.286,0.244,231.0,29.278,-3.464,-0.51,-0.941,-2.988,1.183,1.632,1.022,-0.939,-0.737,-0.306,0.379,0.461,0.49,-0.534,-0.428,-0.736,0.664,1.308,-0.929,-0.567,0.232,-0.23,0.399,0.422,-0.393,-0.324,0.013,0.138,0.286,0.244,2.920504813557357,0.003063049558170539,0.9682914136682292,0.4289889463655794,0.5414277466338688
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,ChCl,C[N+](C)(C)CCO.[Cl-],500.92,1,3,0.125,2,0,96,3.1057000000000015,5.1088081911072125,9.589074368143644,0.0,0.0,0.0,48.33934966130636,18.45776231665597,16.60993720807487,18.230784690895057,0.0,5.783244946364939,0.0,1.4311996572326342,5.969305287951849,1,1,1.0,0,0,52,-3.3110999999999975,21.998872209981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306327173975916,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,528.0,26.07,-3.363,0.633,-4.5,-3.04,4.401,0.191,-0.091,-1.007,-0.087,-0.852,-0.199,0.051,0.954,0.055,-0.57,-1.001,0.474,1.786,-0.845,0.317,-0.97,-0.035,0.822,0.473,-0.614,0.213,-0.461,0.22,0.44,-0.187,528.0,26.07,-3.363,0.633,-4.5,-3.04,4.401,0.191,-0.091,-1.007,-0.087,-0.852,-0.199,0.051,0.954,0.055,-0.57,-1.001,0.474,1.786,-0.845,0.317,-0.97,-0.035,0.822,0.473,-0.614,0.213,-0.461,0.22,0.44,-0.187,3.2161686110245067,0.001114067077564912,0.928981868760038,0.2716348474838053,0.3895474987135526,231.0,28.675,-2.774,-1.522,-0.493,-3.271,1.621,1.849,0.126,-0.225,-0.991,-0.508,0.597,0.709,0.27,-0.528,-0.306,-0.847,1.039,0.763,-0.375,-0.835,0.126,0.112,0.052,0.686,-0.478,-0.343,-0.041,0.273,0.149,0.14,231.0,28.675,-2.774,-1.522,-0.493,-3.271,1.621,1.849,0.126,-0.225,-0.991,-0.508,0.597,0.709,0.27,-0.528,-0.306,-0.847,1.039,0.763,-0.375,-0.835,0.126,0.112,0.052,0.686,-0.478,-0.343,-0.041,0.273,0.149,0.14,2.821379815009445,0.0032616764283861614,0.96907150495521,0.433854027411694,0.5262719500084846
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,ChCl,C[N+](C)(C)CCO.[Cl-],465.85,1,3,0.125,2,0,96,3.1057000000000015,5.1088081911072125,9.589074368143644,0.0,0.0,0.0,48.33934966130636,18.45776231665597,16.60993720807487,18.230784690895057,0.0,5.783244946364939,0.0,1.4311996572326342,5.969305287951849,1,1,1.0,0,0,52,-3.3110999999999975,21.998872209981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306327173975916,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,528.0,16.388,-2.751,0.307,-5.12,-2.674,4.655,0.664,-0.175,-0.779,0.258,-1.228,0.339,0.128,0.732,0.016,-0.617,-1.413,0.349,1.361,-0.716,0.093,-0.873,-0.103,0.903,0.121,-0.472,-0.018,-0.297,0.261,0.326,-0.055,528.0,16.388,-2.751,0.307,-5.12,-2.674,4.655,0.664,-0.175,-0.779,0.258,-1.228,0.339,0.128,0.732,0.016,-0.617,-1.413,0.349,1.361,-0.716,0.093,-0.873,-0.103,0.903,0.121,-0.472,-0.018,-0.297,0.261,0.326,-0.055,2.9780083309172296,0.0008299549785460404,0.8781807778326447,0.16071162447964663,0.3930674887652948,231.0,30.165,-4.134,0.123,-1.949,-2.001,1.418,1.191,1.08,-0.868,-0.973,-0.586,0.721,0.28,0.711,-0.424,-0.637,-0.664,1.119,0.852,-0.636,-0.656,0.154,-0.067,0.249,0.514,-0.541,-0.089,-0.298,0.409,0.211,0.051,231.0,30.165,-4.134,0.123,-1.949,-2.001,1.418,1.191,1.08,-0.868,-0.973,-0.586,0.721,0.28,0.711,-0.424,-0.637,-0.664,1.119,0.852,-0.636,-0.656,0.154,-0.067,0.249,0.514,-0.541,-0.089,-0.298,0.409,0.211,0.051,3.3674378530630515,0.002765671482510076,0.9784431867529102,0.5040643406248551,0.5109099577566588
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,ChCl,C[N+](C)(C)CCO.[Cl-],418.68,1,3,0.125,2,0,96,3.1057000000000015,5.1088081911072125,9.589074368143644,0.0,0.0,0.0,48.33934966130636,18.45776231665597,16.60993720807487,18.230784690895057,0.0,5.783244946364939,0.0,1.4311996572326342,5.969305287951849,1,1,1.0,0,0,52,-3.3110999999999975,21.998872209981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306327173975916,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,528.0,5.948,-4.877,1.1,-4.602,-3.975,5.604,0.001,0.524,-1.017,0.428,-0.634,0.047,-0.11,0.853,0.156,-0.36,-1.256,0.74,1.672,-1.023,0.388,-0.815,-0.244,0.964,0.119,-0.496,-0.059,-0.251,0.187,0.341,-0.081,528.0,5.948,-4.877,1.1,-4.602,-3.975,5.604,0.001,0.524,-1.017,0.428,-0.634,0.047,-0.11,0.853,0.156,-0.36,-1.256,0.74,1.672,-1.023,0.388,-0.815,-0.244,0.964,0.119,-0.496,-0.059,-0.251,0.187,0.341,-0.081,2.856005834793854,0.0007941610801378742,0.8318705136974323,0.10878443365234783,0.5773125754273669,231.0,29.556,-2.703,-2.184,0.134,-3.179,0.945,1.773,0.105,-0.35,-1.184,-0.272,0.423,0.725,0.357,-0.348,-0.712,-0.409,0.832,0.965,-0.615,-0.826,0.27,-0.021,0.35,0.441,-0.364,-0.268,-0.145,0.2,0.513,-0.15,231.0,29.556,-2.703,-2.184,0.134,-3.179,0.945,1.773,0.105,-0.35,-1.184,-0.272,0.423,0.725,0.357,-0.348,-0.712,-0.409,0.832,0.965,-0.615,-0.826,0.27,-0.021,0.35,0.441,-0.364,-0.268,-0.145,0.2,0.513,-0.15,3.0987743925623428,0.0060658779327012954,0.9922384478285916,0.6758197044310736,0.4871511052252396
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,ChCl,C[N+](C)(C)CCO.[Cl-],390.52,1,3,0.125,2,0,96,3.1057000000000015,5.1088081911072125,9.589074368143644,0.0,0.0,0.0,48.33934966130636,18.45776231665597,16.60993720807487,18.230784690895057,0.0,5.783244946364939,0.0,1.4311996572326342,5.969305287951849,1,1,1.0,0,0,52,-3.3110999999999975,21.998872209981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306327173975916,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,528.0,17.204,-0.205,-0.464,-4.154,-3.403,4.456,-0.352,-0.367,-0.857,0.227,-0.998,0.175,-0.111,1.106,-0.239,-0.377,-1.212,0.421,1.757,-1.045,0.181,-1.008,-0.378,1.361,0.057,-0.406,0.213,-0.407,-0.151,0.263,-0.04,528.0,17.204,-0.205,-0.464,-4.154,-3.403,4.456,-0.352,-0.367,-0.857,0.227,-0.998,0.175,-0.111,1.106,-0.239,-0.377,-1.212,0.421,1.757,-1.045,0.181,-1.008,-0.378,1.361,0.057,-0.406,0.213,-0.407,-0.151,0.263,-0.04,2.988775790441834,0.0008838420014056092,0.9091247864390571,0.2171897570663311,0.3370344382550971,231.0,30.303,-3.994,-0.219,-1.732,-2.994,2.086,0.905,1.48,-1.351,-0.454,-0.635,0.236,1.076,0.121,-0.332,-0.491,-0.78,0.808,1.287,-0.998,-0.303,0.121,-0.096,0.322,0.523,-0.499,-0.294,-0.122,0.274,0.193,0.127,231.0,30.303,-3.994,-0.219,-1.732,-2.994,2.086,0.905,1.48,-1.351,-0.454,-0.635,0.236,1.076,0.121,-0.332,-0.491,-0.78,0.808,1.287,-0.998,-0.303,0.121,-0.096,0.322,0.523,-0.499,-0.294,-0.122,0.274,0.193,0.127,2.940529957037032,0.006727753340658588,0.9921392748276783,0.6743724686831999,0.5180204402402532
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,ChCl,C[N+](C)(C)CCO.[Cl-],366.25,1,3,0.125,2,0,96,3.1057000000000015,5.1088081911072125,9.589074368143644,0.0,0.0,0.0,48.33934966130636,18.45776231665597,16.60993720807487,18.230784690895057,0.0,5.783244946364939,0.0,1.4311996572326342,5.969305287951849,1,1,1.0,0,0,52,-3.3110999999999975,21.998872209981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306327173975916,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,528.0,12.691,-3.645,-0.103,-4.295,-3.894,4.895,0.542,-0.915,-0.813,0.873,-1.144,0.205,-0.292,1.057,-0.173,-0.564,-0.782,0.165,1.817,-0.698,-0.247,-0.596,-0.122,1.124,0.217,-0.202,-0.089,-0.246,0.045,0.356,-0.091,528.0,12.691,-3.645,-0.103,-4.295,-3.894,4.895,0.542,-0.915,-0.813,0.873,-1.144,0.205,-0.292,1.057,-0.173,-0.564,-0.782,0.165,1.817,-0.698,-0.247,-0.596,-0.122,1.124,0.217,-0.202,-0.089,-0.246,0.045,0.356,-0.091,2.9921243736882848,0.000991702588006072,0.8885164613573502,0.17748857738642132,0.5697979579628452,231.0,29.7,-3.335,0.098,-1.904,-2.608,1.818,0.838,1.353,-1.104,-0.449,-0.565,0.347,0.943,0.439,-0.49,-0.424,-0.721,0.843,1.141,-0.668,-0.722,0.339,-0.17,0.27,0.499,-0.417,-0.253,-0.172,0.235,0.298,0.07,231.0,29.7,-3.335,0.098,-1.904,-2.608,1.818,0.838,1.353,-1.104,-0.449,-0.565,0.347,0.943,0.439,-0.49,-0.424,-0.721,0.843,1.141,-0.668,-0.722,0.339,-0.17,0.27,0.499,-0.417,-0.253,-0.172,0.235,0.298,0.07,2.824156069277329,0.004529411272426023,0.9807127041723664,0.5274627077704296,0.5702898114410562
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,ChCl,C[N+](C)(C)CCO.[Cl-],349.75,1,3,0.125,2,0,96,3.1057000000000015,5.1088081911072125,9.589074368143644,0.0,0.0,0.0,48.33934966130636,18.45776231665597,16.60993720807487,18.230784690895057,0.0,5.783244946364939,0.0,1.4311996572326342,5.969305287951849,1,1,1.0,0,0,52,-3.3110999999999975,21.998872209981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306327173975916,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,528.0,29.143,-1.234,1.3,-4.811,-3.328,3.726,-0.47,0.314,-0.319,-0.364,-0.769,-0.062,0.396,0.844,-0.319,-0.52,-1.192,0.405,1.791,-0.907,0.233,-0.925,0.035,1.013,0.03,-0.453,-0.132,-0.357,-0.064,0.364,0.102,528.0,29.143,-1.234,1.3,-4.811,-3.328,3.726,-0.47,0.314,-0.319,-0.364,-0.769,-0.062,0.396,0.844,-0.319,-0.52,-1.192,0.405,1.791,-0.907,0.233,-0.925,0.035,1.013,0.03,-0.453,-0.132,-0.357,-0.064,0.364,0.102,3.366354528861864,0.0015560010162915478,0.9743311269167798,0.4751348549959179,0.2514922092581083,231.0,29.675,-4.123,-0.092,-1.814,-2.311,1.091,1.361,1.026,-1.595,-0.314,-0.966,0.983,0.511,0.52,-0.59,-0.576,-0.552,0.589,1.4,-0.796,-0.664,0.125,0.044,0.23,0.544,-0.522,-0.181,-0.079,0.166,0.303,-0.044,231.0,29.675,-4.123,-0.092,-1.814,-2.311,1.091,1.361,1.026,-1.595,-0.314,-0.966,0.983,0.511,0.52,-0.59,-0.576,-0.552,0.589,1.4,-0.796,-0.664,0.125,0.044,0.23,0.544,-0.522,-0.181,-0.079,0.166,0.303,-0.044,2.9270811412074393,0.003584630385261416,0.9762347144352339,0.48597391014767743,0.5700718400221151
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,ChCl,C[N+](C)(C)CCO.[Cl-],354.72,1,3,0.125,2,0,96,3.1057000000000015,5.1088081911072125,9.589074368143644,0.0,0.0,0.0,48.33934966130636,18.45776231665597,16.60993720807487,18.230784690895057,0.0,5.783244946364939,0.0,1.4311996572326342,5.969305287951849,1,1,1.0,0,0,52,-3.3110999999999975,21.998872209981812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.306327173975916,6.496859684315945,0.0,1.4311996572326342,0.0,0.0,528.0,6.804,-1.398,-0.05,-3.973,-3.251,4.89,-0.225,-0.269,-0.957,0.124,-0.89,-0.16,0.376,0.976,-0.257,-0.524,-1.064,0.363,2.034,-1.172,-0.202,-0.684,-0.069,1.016,-0.028,-0.625,-0.234,-0.417,0.14,0.16,0.061,528.0,6.804,-1.398,-0.05,-3.973,-3.251,4.89,-0.225,-0.269,-0.957,0.124,-0.89,-0.16,0.376,0.976,-0.257,-0.524,-1.064,0.363,2.034,-1.172,-0.202,-0.684,-0.069,1.016,-0.028,-0.625,-0.234,-0.417,0.14,0.16,0.061,2.897535768446066,0.0007537021581131788,0.8476159597758168,0.1273915202260998,0.44066502879124086,231.0,27.601,-2.952,-1.171,-0.203,-3.719,2.18,1.052,0.758,-0.821,-0.923,-0.537,0.881,0.342,0.632,-0.617,-0.558,-0.498,0.679,0.932,-0.543,-0.738,0.238,-0.189,0.479,0.239,-0.3,-0.47,0.018,0.263,0.228,0.07,231.0,27.601,-2.952,-1.171,-0.203,-3.719,2.18,1.052,0.758,-0.821,-0.923,-0.537,0.881,0.342,0.632,-0.617,-0.558,-0.498,0.679,0.932,-0.543,-0.738,0.238,-0.189,0.479,0.239,-0.3,-0.47,0.018,0.263,0.228,0.07,2.5807712825834046,0.0031181500545836467,0.9510081546501791,0.33974244101807316,0.5845233003574337
