Component_1,Smiles_1,Component_2,Smiles_2,T_EP,X_1,potential#1,potential#2
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],331.6,0.704,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],333.3,0.711,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],341.3,0.809,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],340.9,0.811,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],341.3,0.875,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],341.6,0.886,-0.007889,-0.00584025
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Glutamic acid,[NH3+][C@@H](CCC(=O)O)C(=O)[O-],303.7,0.888888889,-0.007889,-0.0061535
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Glutamic acid,[NH3+][C@@H](CCC(=O)O)C(=O)[O-],302.41,0.9,-0.007889,-0.0061535
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Glutamic acid,[NH3+][C@@H](CCC(=O)O)C(=O)[O-],302.01,0.909090909,-0.007889,-0.0061535
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],L-Methionine,CSCC[C@H]([NH3+])C(=O)[O-],299.12,0.9,-0.007889,-0.006225417
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],L-Methionine,CSCC[C@H]([NH3+])C(=O)[O-],297.41,0.909090909,-0.007889,-0.006225417
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],L-Methionine,CSCC[C@H]([NH3+])C(=O)[O-],292.26,0.916666667,-0.007889,-0.006225417
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],L-Serine,[NH3+][C@@H](CO)C(=O)[O-],298.06,0.888888889,-0.007889,-0.00657425
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],L-Serine,[NH3+][C@@H](CO)C(=O)[O-],299.53,0.9,-0.007889,-0.00657425
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],L-Serine,[NH3+][C@@H](CO)C(=O)[O-],303.56,0.909090909,-0.007889,-0.00657425
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],L-Threonine,C[C@@H](O)[C@H]([NH3+])C(=O)[O-],295.3,0.888888889,-0.007889,-0.00657925
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],L-Threonine,C[C@@H](O)[C@H]([NH3+])C(=O)[O-],293.36,0.9,-0.007889,-0.00657925
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],L-Threonine,C[C@@H](O)[C@H]([NH3+])C(=O)[O-],303.11,0.909090909,-0.007889,-0.00657925
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,339.9,0.099,-0.007889,-0.002838833
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,335.6,0.2,-0.007889,-0.002838833
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,332.7,0.304,-0.007889,-0.002838833
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,327.4,0.386,-0.007889,-0.002838833
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,322.9,0.493,-0.007889,-0.002838833
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,325,0.596,-0.007889,-0.002838833
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,328.2,0.682,-0.007889,-0.002838833
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,333.7,0.8,-0.007889,-0.002838833
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,337.4,0.898,-0.007889,-0.002838833
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],Urea,NC(N)=O,300.29,0.8,-0.007889,-0.0057115
[N5555]Br,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],Erythritol,OC[C@H](O)[C@H](O)CO,346.6407407,0.434,-0.005342167,-0.005700833
[N6666]Br,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],Adipic Acid,O=C(O)CCCCC(=O)O,344.9,0.75,-0.006010583,-0.004817
1-(Trifluoromethyl)urea,NC(=O)NC(F)(F)F,Ethylammonium chloride,CC[NH3+].[Cl-],293.15,0.4,-0.004077833,-0.00589225
"1,1-Dimethylurea",CN(C)C(N)=O,ChCl,C[N+](C)(C)CCO.[Cl-],392.15,0.62,-0.00554775,-0.00584025
"1,3-Dimethylurea",CNC(=O)NC,[N2222]Br,CC[N+](CC)(CC)CC.[Br-],296.15,0.666666667,-0.00551875,-0.005958
"1,3-Dimethylurea",CNC(=O)NC,ChCl,C[N+](C)(C)CCO.[Cl-],329.15,0.61,-0.00551875,-0.00584025
"1,8-Cineole",CC12CCC(CC1)C(C)(C)O2,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,260.15,0.6,-0.003389667,-0.003566417
1-Methylurea,CNC(N)=O,ChCl,C[N+](C)(C)CCO.[Cl-],302.15,0.666666667,-0.005473917,-0.00584025
1-Methylurea,CNC(N)=O,Ethylammonium chloride,CC[NH3+].[Cl-],302.15,0.5,-0.005473917,-0.00589225
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,372.87,0.25,-0.002897917,-0.009197083
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,374.69,0.333333333,-0.002897917,-0.009197083
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,387.58,0.5,-0.002897917,-0.009197083
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,406.92,0.666666667,-0.002897917,-0.009197083
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,403.05,0.833333333,-0.002897917,-0.009197083
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,ChCl,C[N+](C)(C)CCO.[Cl-],294,0.6,-0.002897917,-0.00584025
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,ChCl,C[N+](C)(C)CCO.[Cl-],270,0.64,-0.002897917,-0.00584025
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,ChCl,C[N+](C)(C)CCO.[Cl-],243.14,0.667,-0.002897917,-0.00584025
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,ChCl,C[N+](C)(C)CCO.[Cl-],243,0.67,-0.002897917,-0.00584025
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,ChCl,C[N+](C)(C)CCO.[Cl-],229,0.71,-0.002897917,-0.00584025
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Ethylammonium chloride,CC[NH3+].[Cl-],300,0.33,-0.002897917,-0.00589225
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Ethylammonium chloride,CC[NH3+].[Cl-],298.7,0.5,-0.002897917,-0.00589225
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Ethylammonium chloride,CC[NH3+].[Cl-],294,0.6,-0.002897917,-0.00589225
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Ethylammonium chloride,CC[NH3+].[Cl-],302.5,0.67,-0.002897917,-0.00589225
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Ethylammonium chloride,CC[NH3+].[Cl-],308,0.75,-0.002897917,-0.00589225
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],350.19,0.272727273,-0.002897917,-0.005549417
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],363.73,0.333333333,-0.002897917,-0.005549417
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],336.8,0.5,-0.002897917,-0.005549417
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],331.55,0.6,-0.002897917,-0.005549417
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],273.15,0.666666667,-0.002897917,-0.005549417
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],241.36,0.75,-0.002897917,-0.005549417
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],223.88,0.8,-0.002897917,-0.005549417
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],211.16,0.857142857,-0.002897917,-0.005549417
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],203.86,0.888888889,-0.002897917,-0.005549417
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],206.11,0.909090909,-0.002897917,-0.005549417
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],206.37,0.933333333,-0.002897917,-0.005549417
"2,3-Xylenol",Cc1cccc(O)c1C,ChCl,C[N+](C)(C)CCO.[Cl-],330.5,0.6,-0.003455833,-0.00584025
"2,3-Xylenol",Cc1cccc(O)c1C,ChCl,C[N+](C)(C)CCO.[Cl-],323.6,0.668,-0.003455833,-0.00584025
"2,3-Xylenol",Cc1cccc(O)c1C,ChCl,C[N+](C)(C)CCO.[Cl-],290.8,0.75,-0.003455833,-0.00584025
"2,3-Xylenol",Cc1cccc(O)c1C,ChCl,C[N+](C)(C)CCO.[Cl-],316.3,0.8,-0.003455833,-0.00584025
"2,3-Xylenol",Cc1cccc(O)c1C,ChCl,C[N+](C)(C)CCO.[Cl-],325,0.833,-0.003455833,-0.00584025
"2,3-Xylenol",Cc1cccc(O)c1C,ChCl,C[N+](C)(C)CCO.[Cl-],339.8,0.9,-0.003455833,-0.00584025
"2,4,6-Trimethylphenol",Cc1cc(C)c(O)c(C)c1,ChCl,C[N+](C)(C)CCO.[Cl-],307.06,0.67,-0.002073,-0.00584025
"3,4-Dimethylphenol",Cc1ccc(O)cc1C,ChCl,C[N+](C)(C)CCO.[Cl-],273.16,0.67,-0.003662083,-0.00584025
4-Hydroxybenzoic acid,O=C(O)c1ccc(O)cc1,ChCl,C[N+](C)(C)CCO.[Cl-],360.15,0.33,-0.004980833,-0.00584025
5-Phenylvaleric Acid,O=C(O)CCCCc1ccccc1,ChCl,C[N+](C)(C)CCO.[Cl-],293.15,0.6,-0.003686417,-0.00584025
Acetamide,CC(N)=O,ChCl,C[N+](C)(C)CCO.[Cl-],324.16,0.67,-0.005300417,-0.00584025
Acetic acid,CC(=O)O,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],254.7,0.5,-0.004930333,-0.005568083
Acetic acid,CC(=O)O,Betaine,C[N+](C)(C)CC(=O)[O-],393.34,0.67,-0.004930333,-0.009115333
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],555.58,0.107,-0.004078083,-0.00584025
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],527.48,0.2,-0.004078083,-0.00584025
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],495.55,0.304,-0.004078083,-0.00584025
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],450.78,0.405,-0.004078083,-0.00584025
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],418.25,0.501,-0.004078083,-0.00584025
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],382.48,0.586,-0.004078083,-0.00584025
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],206.15,0.67,-0.004078083,-0.00584025
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],340.65,0.714,-0.004078083,-0.00584025
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],354.85,0.794,-0.004078083,-0.00584025
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],381.52,0.899,-0.004078083,-0.00584025
Adiphenine,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,250.15,0.67,-0.00114625,-0.004078083
Adiphenine,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,Urea,NC(N)=O,228.15,0.67,-0.00114625,-0.0057115
Adipic Acid,O=C(O)CCCCC(=O)O,[N2222]Br,CC[N+](CC)(CC)CC.[Br-],347.86,0.51,-0.004817,-0.005958
Adipic Acid,O=C(O)CCCCC(=O)O,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],332,0.48,-0.004817,-0.005704917
Adipic Acid,O=C(O)CCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],358.15,0.5,-0.004817,-0.00584025
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],539.75,0.1,-0.005181167,-0.00584025
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],492.65,0.199,-0.005181167,-0.00584025
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],428.72,0.301,-0.005181167,-0.00584025
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],367.68,0.402,-0.005181167,-0.00584025
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],322.22,0.497,-0.005181167,-0.00584025
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],341.52,0.606,-0.005181167,-0.00584025
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],359.72,0.7,-0.005181167,-0.00584025
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],381.58,0.799,-0.005181167,-0.00584025
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,ChCl,C[N+](C)(C)CCO.[Cl-],402.78,0.9,-0.005181167,-0.00584025
Benzamide,NC(=O)c1ccccc1,ChCl,C[N+](C)(C)CCO.[Cl-],362.15,0.58,-0.004034667,-0.00584025
Benzoic Acid,O=C(O)c1ccccc1,Betaine,C[N+](C)(C)CC(=O)[O-],337.35,0.5,-0.0041855,-0.009115333
Benzoic Acid,O=C(O)c1ccccc1,Betaine,C[N+](C)(C)CC(=O)[O-],326.15,0.6,-0.0041855,-0.009115333
Benzoic Acid,O=C(O)c1ccccc1,Betaine,C[N+](C)(C)CC(=O)[O-],347.98,0.667,-0.0041855,-0.009115333
Benzoic Acid,O=C(O)c1ccccc1,Betaine,C[N+](C)(C)CC(=O)[O-],353.8,0.7,-0.0041855,-0.009115333
Benzoic Acid,O=C(O)c1ccccc1,ChCl,C[N+](C)(C)CCO.[Cl-],351.15,0.72,-0.0041855,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],535.4,0.094,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],535.7,0.101,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],479.5,0.2,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],482,0.202,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],432.1,0.323,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],431.6,0.328,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],397.5,0.399,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],393.5,0.401,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],341.3,0.5,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],341.7,0.501,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],305.7,0.601,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],307.7,0.644,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],316,0.681,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],317.6,0.697,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],330.5,0.778,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],331.5,0.803,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],338.8,0.886,-0.00531125,-0.00584025
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],345.8,0.899,-0.00531125,-0.00584025
Caffeic acid,O=C(O)/C=C/c1ccc(O)c(O)c1,ChCl,C[N+](C)(C)CCO.[Cl-],340.15,0.33,-0.00498425,-0.00584025
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],573.35,0.1,-0.003512417,-0.007425417
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],544.65,0.189,-0.003512417,-0.007425417
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],497.45,0.308,-0.003512417,-0.007425417
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],463.25,0.399,-0.003512417,-0.007425417
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],423.75,0.501,-0.003512417,-0.007425417
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],390.85,0.598,-0.003512417,-0.007425417
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],347.75,0.69,-0.003512417,-0.007425417
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],303.75,0.794,-0.003512417,-0.007425417
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],303.83,0.802,-0.003512417,-0.007425417
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],304.94,0.891,-0.003512417,-0.007425417
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],304.55,0.901,-0.003512417,-0.007425417
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],495.25,0.098,-0.003512417,-0.007349583
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],465.25,0.192,-0.003512417,-0.007349583
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],435.85,0.283,-0.003512417,-0.007349583
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],431,0.301,-0.003512417,-0.007349583
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],403.28,0.35,-0.003512417,-0.007349583
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],373.45,0.41,-0.003512417,-0.007349583
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],344.22,0.492,-0.003512417,-0.007349583
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],346.25,0.5,-0.003512417,-0.007349583
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],312.28,0.599,-0.003512417,-0.007349583
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],301.66,0.697,-0.003512417,-0.007349583
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],304.18,0.804,-0.003512417,-0.007349583
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],305.05,0.903,-0.003512417,-0.007349583
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],483.45,0.1,-0.003512417,-0.007257583
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],444.45,0.201,-0.003512417,-0.007257583
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],404.05,0.3,-0.003512417,-0.007257583
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],375.55,0.4,-0.003512417,-0.007257583
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],346.25,0.5,-0.003512417,-0.007257583
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],316.91,0.599,-0.003512417,-0.007257583
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],315.55,0.6,-0.003512417,-0.007257583
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],300.3,0.704,-0.003512417,-0.007257583
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],295.57,0.798,-0.003512417,-0.007257583
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],304.36,0.9,-0.003512417,-0.007257583
Capric Acid,CCCCCCCCCC(=O)O,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],261.2,0.666666667,-0.003512417,-0.007889
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],543.95,0.062,-0.003512417,-0.00584025
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],520.95,0.104,-0.003512417,-0.00584025
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],499.8,0.15,-0.003512417,-0.00584025
