Component_1,Smiles_1,Component_2,Smiles_2,T_EP,profile_1_1,profile_1_2,profile_2_1,profile_2_2,profile_3_1,profile_3_2,profile_4_1,profile_4_2,profile_5_1,profile_5_2
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],316.0,0.0,0.0,7.402033333333335,6.61445,8.588408333333334,4.008741666666666,2.4248499999999993,1.989083333333333,2.957066666666666,2.9921666666666664
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],317.6,0.0,0.0,7.402033333333335,6.61445,8.588408333333334,4.008741666666666,2.4248499999999993,1.989083333333333,2.957066666666666,2.9921666666666664
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],330.5,0.0,0.0,7.402033333333335,6.61445,8.588408333333334,4.008741666666666,2.4248499999999993,1.989083333333333,2.957066666666666,2.9921666666666664
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],331.5,0.0,0.0,7.402033333333335,6.61445,8.588408333333334,4.008741666666666,2.4248499999999993,1.989083333333333,2.957066666666666,2.9921666666666664
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],338.8,0.0,0.0,7.402033333333335,6.61445,8.588408333333334,4.008741666666666,2.4248499999999993,1.989083333333333,2.957066666666666,2.9921666666666664
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],345.8,0.0,0.0,7.402033333333335,6.61445,8.588408333333334,4.008741666666666,2.4248499999999993,1.989083333333333,2.957066666666666,2.9921666666666664
Caffeic acid,O=C(O)/C=C/c1ccc(O)c(O)c1,ChCl,C[N+](C)(C)CCO.[Cl-],340.15,1.1599666666666666,0.0,3.4077750000000004,6.61445,9.377724999999998,4.008741666666666,4.2748,1.989083333333333,0.23851666666666674,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],303.83,0.40614999999999996,0.0,0.7218666666666668,6.0506833333333345,20.12944166666667,4.625175,2.4747416666666666,0.8365583333333331,0.14307500000000006,3.328441666666666
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],299.15,0.40614999999999996,0.0,0.7218666666666668,6.0506833333333345,20.12944166666667,4.625175,2.4747416666666666,0.8365583333333331,0.14307500000000006,3.328441666666666
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],304.94,0.40614999999999996,0.0,0.7218666666666668,6.0506833333333345,20.12944166666667,4.625175,2.4747416666666666,0.8365583333333331,0.14307500000000006,3.328441666666666
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],465.25,0.40614999999999996,0.0,0.7218666666666668,5.1934000000000005,20.12944166666667,9.741866666666667,2.4747416666666666,0.7109083333333331,0.14307500000000006,3.4471249999999998
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],431.0,0.40614999999999996,0.0,0.7218666666666668,5.1934000000000005,20.12944166666667,9.741866666666667,2.4747416666666666,0.7109083333333331,0.14307500000000006,3.4471249999999998
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],403.28,0.40614999999999996,0.0,0.7218666666666668,5.1934000000000005,20.12944166666667,9.741866666666667,2.4747416666666666,0.7109083333333331,0.14307500000000006,3.4471249999999998
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],346.25,0.40614999999999996,0.0,0.7218666666666668,5.1934000000000005,20.12944166666667,9.741866666666667,2.4747416666666666,0.7109083333333331,0.14307500000000006,3.4471249999999998
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],297.15,0.40614999999999996,0.0,0.7218666666666668,5.1934000000000005,20.12944166666667,9.741866666666667,2.4747416666666666,0.7109083333333331,0.14307500000000006,3.4471249999999998
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],301.66,0.40614999999999996,0.0,0.7218666666666668,5.1934000000000005,20.12944166666667,9.741866666666667,2.4747416666666666,0.7109083333333331,0.14307500000000006,3.4471249999999998
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],304.18,0.40614999999999996,0.0,0.7218666666666668,5.1934000000000005,20.12944166666667,9.741866666666667,2.4747416666666666,0.7109083333333331,0.14307500000000006,3.4471249999999998
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],304.79,0.40614999999999996,0.0,0.7218666666666668,5.1934000000000005,20.12944166666667,9.741866666666667,2.4747416666666666,0.7109083333333331,0.14307500000000006,3.4471249999999998
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],444.45,0.40614999999999996,0.0,0.7218666666666668,3.8190083333333344,20.12944166666667,17.362833333333334,2.4747416666666666,0.7527083333333331,0.14307500000000006,3.472991666666666
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],404.05,0.40614999999999996,0.0,0.7218666666666668,3.8190083333333344,20.12944166666667,17.362833333333334,2.4747416666666666,0.7527083333333331,0.14307500000000006,3.472991666666666
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],375.55,0.40614999999999996,0.0,0.7218666666666668,3.8190083333333344,20.12944166666667,17.362833333333334,2.4747416666666666,0.7527083333333331,0.14307500000000006,3.472991666666666
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],316.91,0.40614999999999996,0.0,0.7218666666666668,3.8190083333333344,20.12944166666667,17.362833333333334,2.4747416666666666,0.7527083333333331,0.14307500000000006,3.472991666666666
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],300.3,0.40614999999999996,0.0,0.7218666666666668,3.8190083333333344,20.12944166666667,17.362833333333334,2.4747416666666666,0.7527083333333331,0.14307500000000006,3.472991666666666
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],295.57,0.40614999999999996,0.0,0.7218666666666668,3.8190083333333344,20.12944166666667,17.362833333333334,2.4747416666666666,0.7527083333333331,0.14307500000000006,3.472991666666666
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],304.36,0.40614999999999996,0.0,0.7218666666666668,3.8190083333333344,20.12944166666667,17.362833333333334,2.4747416666666666,0.7527083333333331,0.14307500000000006,3.472991666666666
Capric Acid,CCCCCCCCCC(=O)O,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],261.2,0.40614999999999996,0.0,0.7218666666666668,3.582216666666667,20.12944166666667,24.819116666666666,2.4747416666666666,0.44192499999999996,0.14307500000000006,3.6983666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],543.95,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],520.95,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],499.8,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],473.55,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],453.7,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],427.85,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],413.7,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],395.55,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],373.6,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],343.3,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],328.75,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],304.7,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],305.45,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],304.1,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],304.45,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],304.6,0.40614999999999996,0.0,0.7218666666666668,6.61445,20.12944166666667,4.008741666666666,2.4747416666666666,1.989083333333333,0.14307500000000006,2.9921666666666664
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,314.86,0.40614999999999996,0.3955416666666666,0.7218666666666668,0.7265916666666667,20.12944166666667,23.979833333333332,2.4747416666666666,2.436108333333333,0.14307500000000006,0.15234166666666674
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,311.94,0.40614999999999996,0.3955416666666666,0.7218666666666668,0.7265916666666667,20.12944166666667,23.979833333333332,2.4747416666666666,2.436108333333333,0.14307500000000006,0.15234166666666674
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,308.8,0.40614999999999996,0.3955416666666666,0.7218666666666668,0.7265916666666667,20.12944166666667,23.979833333333332,2.4747416666666666,2.436108333333333,0.14307500000000006,0.15234166666666674
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,304.61,0.40614999999999996,0.3955416666666666,0.7218666666666668,0.7265916666666667,20.12944166666667,23.979833333333332,2.4747416666666666,2.436108333333333,0.14307500000000006,0.15234166666666674
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,302.8,0.40614999999999996,0.3955416666666666,0.7218666666666668,0.7265916666666667,20.12944166666667,23.979833333333332,2.4747416666666666,2.436108333333333,0.14307500000000006,0.15234166666666674
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,299.06,0.40614999999999996,0.3955416666666666,0.7218666666666668,0.7265916666666667,20.12944166666667,23.979833333333332,2.4747416666666666,2.436108333333333,0.14307500000000006,0.15234166666666674
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,296.77,0.40614999999999996,0.3955416666666666,0.7218666666666668,0.7265916666666667,20.12944166666667,23.979833333333332,2.4747416666666666,2.436108333333333,0.14307500000000006,0.15234166666666674
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,296.31,0.40614999999999996,0.3955416666666666,0.7218666666666668,0.7265916666666667,20.12944166666667,23.979833333333332,2.4747416666666666,2.436108333333333,0.14307500000000006,0.15234166666666674
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,295.33,0.40614999999999996,0.3955416666666666,0.7218666666666668,0.7265916666666667,20.12944166666667,23.979833333333332,2.4747416666666666,2.436108333333333,0.14307500000000006,0.15234166666666674
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,294.75,0.40614999999999996,0.3955416666666666,0.7218666666666668,0.7265916666666667,20.12944166666667,23.979833333333332,2.4747416666666666,2.436108333333333,0.14307500000000006,0.15234166666666674
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,294.35,0.40614999999999996,0.3955416666666666,0.7218666666666668,0.7265916666666667,20.12944166666667,23.979833333333332,2.4747416666666666,2.436108333333333,0.14307500000000006,0.15234166666666674
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,298.15,0.40614999999999996,0.3955416666666666,0.7218666666666668,0.7265916666666667,20.12944166666667,23.979833333333332,2.4747416666666666,2.436108333333333,0.14307500000000006,0.15234166666666674
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,301.94,0.40614999999999996,0.3955416666666666,0.7218666666666668,0.7265916666666667,20.12944166666667,23.979833333333332,2.4747416666666666,2.436108333333333,0.14307500000000006,0.15234166666666674
Capric Acid,CCCCCCCCCC(=O)O,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,212.15,0.40614999999999996,0.08443333333333328,0.7218666666666668,2.3495166666666667,20.12944166666667,19.43405,2.4747416666666666,2.4972916666666665,0.14307500000000006,0.9879916666666664
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,304.31,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,293.46,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,284.35,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,280.61,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,280.65,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,286.84,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,286.2,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,291.95,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,294.04,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,294.42,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,297.68,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,300.65,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,301.76,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,303.74,0.40614999999999996,0.07716666666666659,0.7218666666666668,0.7168000000000001,20.12944166666667,17.8729,2.4747416666666666,0.8918499999999998,0.14307500000000006,0.36785
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,325.01,0.40614999999999996,0.4115916666666666,0.7218666666666668,0.7318250000000002,20.12944166666667,27.74185,2.4747416666666666,2.5340749999999996,0.14307500000000006,0.13081666666666675
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,322.49,0.40614999999999996,0.4115916666666666,0.7218666666666668,0.7318250000000002,20.12944166666667,27.74185,2.4747416666666666,2.5340749999999996,0.14307500000000006,0.13081666666666675
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,319.72,0.40614999999999996,0.4115916666666666,0.7218666666666668,0.7318250000000002,20.12944166666667,27.74185,2.4747416666666666,2.5340749999999996,0.14307500000000006,0.13081666666666675
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,316.49,0.40614999999999996,0.4115916666666666,0.7218666666666668,0.7318250000000002,20.12944166666667,27.74185,2.4747416666666666,2.5340749999999996,0.14307500000000006,0.13081666666666675
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,312.27,0.40614999999999996,0.4115916666666666,0.7218666666666668,0.7318250000000002,20.12944166666667,27.74185,2.4747416666666666,2.5340749999999996,0.14307500000000006,0.13081666666666675
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,307.94,0.40614999999999996,0.4115916666666666,0.7218666666666668,0.7318250000000002,20.12944166666667,27.74185,2.4747416666666666,2.5340749999999996,0.14307500000000006,0.13081666666666675
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,305.12,0.40614999999999996,0.4115916666666666,0.7218666666666668,0.7318250000000002,20.12944166666667,27.74185,2.4747416666666666,2.5340749999999996,0.14307500000000006,0.13081666666666675
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,300.26,0.40614999999999996,0.4115916666666666,0.7218666666666668,0.7318250000000002,20.12944166666667,27.74185,2.4747416666666666,2.5340749999999996,0.14307500000000006,0.13081666666666675
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,296.78,0.40614999999999996,0.4115916666666666,0.7218666666666668,0.7318250000000002,20.12944166666667,27.74185,2.4747416666666666,2.5340749999999996,0.14307500000000006,0.13081666666666675
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,298.2,0.40614999999999996,0.4115916666666666,0.7218666666666668,0.7318250000000002,20.12944166666667,27.74185,2.4747416666666666,2.5340749999999996,0.14307500000000006,0.13081666666666675
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,301.1,0.40614999999999996,0.4115916666666666,0.7218666666666668,0.7318250000000002,20.12944166666667,27.74185,2.4747416666666666,2.5340749999999996,0.14307500000000006,0.13081666666666675
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,302.31,0.40614999999999996,0.4115916666666666,0.7218666666666668,0.7318250000000002,20.12944166666667,27.74185,2.4747416666666666,2.5340749999999996,0.14307500000000006,0.13081666666666675
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,332.87,0.40614999999999996,0.41179166666666656,0.7218666666666668,0.7346416666666667,20.12944166666667,31.60021666666666,2.4747416666666666,2.5751916666666665,0.14307500000000006,0.1288083333333334
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,331.23,0.40614999999999996,0.41179166666666656,0.7218666666666668,0.7346416666666667,20.12944166666667,31.60021666666666,2.4747416666666666,2.5751916666666665,0.14307500000000006,0.1288083333333334
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,328.87,0.40614999999999996,0.41179166666666656,0.7218666666666668,0.7346416666666667,20.12944166666667,31.60021666666666,2.4747416666666666,2.5751916666666665,0.14307500000000006,0.1288083333333334
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,326.06,0.40614999999999996,0.41179166666666656,0.7218666666666668,0.7346416666666667,20.12944166666667,31.60021666666666,2.4747416666666666,2.5751916666666665,0.14307500000000006,0.1288083333333334
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,322.75,0.40614999999999996,0.41179166666666656,0.7218666666666668,0.7346416666666667,20.12944166666667,31.60021666666666,2.4747416666666666,2.5751916666666665,0.14307500000000006,0.1288083333333334
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,320.07,0.40614999999999996,0.41179166666666656,0.7218666666666668,0.7346416666666667,20.12944166666667,31.60021666666666,2.4747416666666666,2.5751916666666665,0.14307500000000006,0.1288083333333334
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,313.38,0.40614999999999996,0.41179166666666656,0.7218666666666668,0.7346416666666667,20.12944166666667,31.60021666666666,2.4747416666666666,2.5751916666666665,0.14307500000000006,0.1288083333333334
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,310.15,0.40614999999999996,0.41179166666666656,0.7218666666666668,0.7346416666666667,20.12944166666667,31.60021666666666,2.4747416666666666,2.5751916666666665,0.14307500000000006,0.1288083333333334
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,304.68,0.40614999999999996,0.41179166666666656,0.7218666666666668,0.7346416666666667,20.12944166666667,31.60021666666666,2.4747416666666666,2.5751916666666665,0.14307500000000006,0.1288083333333334
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,299.28,0.40614999999999996,0.41179166666666656,0.7218666666666668,0.7346416666666667,20.12944166666667,31.60021666666666,2.4747416666666666,2.5751916666666665,0.14307500000000006,0.1288083333333334
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,300.2,0.40614999999999996,0.41179166666666656,0.7218666666666668,0.7346416666666667,20.12944166666667,31.60021666666666,2.4747416666666666,2.5751916666666665,0.14307500000000006,0.1288083333333334
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,303.08,0.40614999999999996,0.41179166666666656,0.7218666666666668,0.7346416666666667,20.12944166666667,31.60021666666666,2.4747416666666666,2.5751916666666665,0.14307500000000006,0.1288083333333334
Capric Acid,CCCCCCCCCC(=O)O,Phenylpropionic Acid,O=C(O)CCc1ccccc1,288.09,0.40614999999999996,0.43735833333333324,0.7218666666666668,2.2422000000000004,20.12944166666667,8.98943333333333,2.4747416666666666,4.305116666666667,0.14307500000000006,0.08112500000000006
Capric Acid,CCCCCCCCCC(=O)O,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,355.95,0.40614999999999996,0.17530833333333326,0.7218666666666668,3.8796916666666674,20.12944166666667,17.770374999999998,2.4747416666666666,3.294316666666666,0.14307500000000006,0.9751499999999999
Capric Acid,CCCCCCCCCC(=O)O,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,370.25,0.40614999999999996,0.17530833333333326,0.7218666666666668,3.8796916666666674,20.12944166666667,17.770374999999998,2.4747416666666666,3.294316666666666,0.14307500000000006,0.9751499999999999
Capric Acid,CCCCCCCCCC(=O)O,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,288.54999999999995,0.40614999999999996,0.17530833333333326,0.7218666666666668,3.8796916666666674,20.12944166666667,17.770374999999998,2.4747416666666666,3.294316666666666,0.14307500000000006,0.9751499999999999
