Component_1,Smiles_1,Component_2,Smiles_2,T_EP,X_1,mu_c05#1,log10_c05#1,FreeE_c05#1,H_int_c05#1,H_MF_c05#1,H_HB_c05#1,H_vdW_c05#1,mu_c05#2,log10_c05#2,FreeE_c05#2,H_int_c05#2,H_MF_c05#2,H_HB_c05#2,H_vdW_c05#2
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],444.45,0.201,-7.9097,-3.05966,-341236.31837,-12.74234,3.5877,-4.17258,-12.15746,1.07401,-11.80778,-620811.60067,-10.52782,8.14169,-4.44986,-14.21965
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],404.05,0.3,-7.9097,-3.05966,-341236.31837,-12.74234,3.5877,-4.17258,-12.15746,1.07401,-11.80778,-620811.60067,-10.52782,8.14169,-4.44986,-14.21965
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],375.55,0.4,-7.9097,-3.05966,-341236.31837,-12.74234,3.5877,-4.17258,-12.15746,1.07401,-11.80778,-620811.60067,-10.52782,8.14169,-4.44986,-14.21965
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],346.25,0.5,-7.9097,-3.05966,-341236.31837,-12.74234,3.5877,-4.17258,-12.15746,1.07401,-11.80778,-620811.60067,-10.52782,8.14169,-4.44986,-14.21965
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],316.91,0.599,-7.9097,-3.05966,-341236.31837,-12.74234,3.5877,-4.17258,-12.15746,1.07401,-11.80778,-620811.60067,-10.52782,8.14169,-4.44986,-14.21965
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],315.55,0.6,-7.9097,-3.05966,-341236.31837,-12.74234,3.5877,-4.17258,-12.15746,1.07401,-11.80778,-620811.60067,-10.52782,8.14169,-4.44986,-14.21965
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],300.3,0.704,-7.9097,-3.05966,-341236.31837,-12.74234,3.5877,-4.17258,-12.15746,1.07401,-11.80778,-620811.60067,-10.52782,8.14169,-4.44986,-14.21965
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],295.57,0.798,-7.9097,-3.05966,-341236.31837,-12.74234,3.5877,-4.17258,-12.15746,1.07401,-11.80778,-620811.60067,-10.52782,8.14169,-4.44986,-14.21965
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],304.36,0.9,-7.9097,-3.05966,-341236.31837,-12.74234,3.5877,-4.17258,-12.15746,1.07401,-11.80778,-620811.60067,-10.52782,8.14169,-4.44986,-14.21965
Capric Acid,CCCCCCCCCC(=O)O,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],261.2,0.666666667,-8.12705,-3.21905,-341236.53572,-13.35862,3.4197,-4.60479,-12.17354,-0.68154,-13.36799,-719518.65162,-13.9273,8.60176,-4.99413,-17.53493
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],543.95,0.062,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],520.95,0.104,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],499.8,0.15,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],473.55,0.214,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],453.7,0.239,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],427.85,0.325,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],413.7,0.358,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],395.55,0.408,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],373.6,0.46,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],343.3,0.515,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],328.75,0.544,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],304.7,0.601,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],305.45,0.658,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],304.1,0.704,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],304.45,0.788,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],304.6,0.899,-6.24808,-1.84107,-341234.65675,-11.70593,3.80969,-3.48131,-12.03431,2.09498,-12.9529,-495308.91425,-8.4659,5.15831,-4.86003,-8.76418
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,314.86,0.101,-6.18592,-1.79548,-341234.59459,-13.10702,2.22121,-3.50509,-11.82314,-7.35032,-2.69372,-390588.07576,-14.88057,2.42224,-3.53235,-13.77047
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,311.94,0.1993,-6.18592,-1.79548,-341234.59459,-13.10702,2.22121,-3.50509,-11.82314,-7.35032,-2.69372,-390588.07576,-14.88057,2.42224,-3.53235,-13.77047
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,308.8,0.2999,-6.18592,-1.79548,-341234.59459,-13.10702,2.22121,-3.50509,-11.82314,-7.35032,-2.69372,-390588.07576,-14.88057,2.42224,-3.53235,-13.77047
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,304.61,0.4001,-6.18592,-1.79548,-341234.59459,-13.10702,2.22121,-3.50509,-11.82314,-7.35032,-2.69372,-390588.07576,-14.88057,2.42224,-3.53235,-13.77047
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,302.8,0.4457,-6.18592,-1.79548,-341234.59459,-13.10702,2.22121,-3.50509,-11.82314,-7.35032,-2.69372,-390588.07576,-14.88057,2.42224,-3.53235,-13.77047
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,299.06,0.5002,-6.18592,-1.79548,-341234.59459,-13.10702,2.22121,-3.50509,-11.82314,-7.35032,-2.69372,-390588.07576,-14.88057,2.42224,-3.53235,-13.77047
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,296.77,0.553,-6.18592,-1.79548,-341234.59459,-13.10702,2.22121,-3.50509,-11.82314,-7.35032,-2.69372,-390588.07576,-14.88057,2.42224,-3.53235,-13.77047
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,296.31,0.5989,-6.18592,-1.79548,-341234.59459,-13.10702,2.22121,-3.50509,-11.82314,-7.35032,-2.69372,-390588.07576,-14.88057,2.42224,-3.53235,-13.77047
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,295.33,0.6529,-6.18592,-1.79548,-341234.59459,-13.10702,2.22121,-3.50509,-11.82314,-7.35032,-2.69372,-390588.07576,-14.88057,2.42224,-3.53235,-13.77047
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,294.75,0.7001,-6.18592,-1.79548,-341234.59459,-13.10702,2.22121,-3.50509,-11.82314,-7.35032,-2.69372,-390588.07576,-14.88057,2.42224,-3.53235,-13.77047
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,294.35,0.7516,-6.18592,-1.79548,-341234.59459,-13.10702,2.22121,-3.50509,-11.82314,-7.35032,-2.69372,-390588.07576,-14.88057,2.42224,-3.53235,-13.77047
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,298.15,0.7998,-6.18592,-1.79548,-341234.59459,-13.10702,2.22121,-3.50509,-11.82314,-7.35032,-2.69372,-390588.07576,-14.88057,2.42224,-3.53235,-13.77047
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,301.94,0.9,-6.18592,-1.79548,-341234.59459,-13.10702,2.22121,-3.50509,-11.82314,-7.35032,-2.69372,-390588.07576,-14.88057,2.42224,-3.53235,-13.77047
Capric Acid,CCCCCCCCCC(=O)O,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,212.15,0.5,-7.31915,-2.62656,-341235.72782,-14.7693,2.76859,-5.65828,-11.87961,-5.21008,-6.39047,-459171.564,-16.21303,3.78699,-6.41727,-13.58274
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,307.0,0.1,-6.24413,-1.83817,-341234.6528,-13.39704,2.2049,-3.69683,-11.9051,-6.2973,-1.13235,-293992.42394,-11.39767,1.56598,-2.84443,-10.11923
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,298.0,0.2,-6.24413,-1.83817,-341234.6528,-13.39704,2.2049,-3.69683,-11.9051,-6.2973,-1.13235,-293992.42394,-11.39767,1.56598,-2.84443,-10.11923
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,288.0,0.3,-6.24413,-1.83817,-341234.6528,-13.39704,2.2049,-3.69683,-11.9051,-6.2973,-1.13235,-293992.42394,-11.39767,1.56598,-2.84443,-10.11923
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,279.0,0.4,-6.24413,-1.83817,-341234.6528,-13.39704,2.2049,-3.69683,-11.9051,-6.2973,-1.13235,-293992.42394,-11.39767,1.56598,-2.84443,-10.11923
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,287.0,0.5,-6.24413,-1.83817,-341234.6528,-13.39704,2.2049,-3.69683,-11.9051,-6.2973,-1.13235,-293992.42394,-11.39767,1.56598,-2.84443,-10.11923
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,292.0,0.6,-6.24413,-1.83817,-341234.6528,-13.39704,2.2049,-3.69683,-11.9051,-6.2973,-1.13235,-293992.42394,-11.39767,1.56598,-2.84443,-10.11923
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,296.0,0.7,-6.24413,-1.83817,-341234.6528,-13.39704,2.2049,-3.69683,-11.9051,-6.2973,-1.13235,-293992.42394,-11.39767,1.56598,-2.84443,-10.11923
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,299.0,0.8,-6.24413,-1.83817,-341234.6528,-13.39704,2.2049,-3.69683,-11.9051,-6.2973,-1.13235,-293992.42394,-11.39767,1.56598,-2.84443,-10.11923
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,303.0,0.9,-6.24413,-1.83817,-341234.6528,-13.39704,2.2049,-3.69683,-11.9051,-6.2973,-1.13235,-293992.42394,-11.39767,1.56598,-2.84443,-10.11923
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,325.01,0.0986,-6.18103,-1.7919,-341234.5897,-13.15104,2.17897,-3.47813,-11.85189,-8.51441,-3.62086,-439941.56765,-16.61527,2.57298,-3.41751,-15.77074
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,322.49,0.1968,-6.18103,-1.7919,-341234.5897,-13.15104,2.17897,-3.47813,-11.85189,-8.51441,-3.62086,-439941.56765,-16.61527,2.57298,-3.41751,-15.77074
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,319.72,0.2997,-6.18103,-1.7919,-341234.5897,-13.15104,2.17897,-3.47813,-11.85189,-8.51441,-3.62086,-439941.56765,-16.61527,2.57298,-3.41751,-15.77074
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,316.49,0.3985,-6.18103,-1.7919,-341234.5897,-13.15104,2.17897,-3.47813,-11.85189,-8.51441,-3.62086,-439941.56765,-16.61527,2.57298,-3.41751,-15.77074
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,312.27,0.4979,-6.18103,-1.7919,-341234.5897,-13.15104,2.17897,-3.47813,-11.85189,-8.51441,-3.62086,-439941.56765,-16.61527,2.57298,-3.41751,-15.77074
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,307.94,0.5986,-6.18103,-1.7919,-341234.5897,-13.15104,2.17897,-3.47813,-11.85189,-8.51441,-3.62086,-439941.56765,-16.61527,2.57298,-3.41751,-15.77074
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,305.12,0.649,-6.18103,-1.7919,-341234.5897,-13.15104,2.17897,-3.47813,-11.85189,-8.51441,-3.62086,-439941.56765,-16.61527,2.57298,-3.41751,-15.77074
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,300.26,0.6996,-6.18103,-1.7919,-341234.5897,-13.15104,2.17897,-3.47813,-11.85189,-8.51441,-3.62086,-439941.56765,-16.61527,2.57298,-3.41751,-15.77074
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,296.78,0.7992,-6.18103,-1.7919,-341234.5897,-13.15104,2.17897,-3.47813,-11.85189,-8.51441,-3.62086,-439941.56765,-16.61527,2.57298,-3.41751,-15.77074
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,298.2,0.8475,-6.18103,-1.7919,-341234.5897,-13.15104,2.17897,-3.47813,-11.85189,-8.51441,-3.62086,-439941.56765,-16.61527,2.57298,-3.41751,-15.77074
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,301.1,0.9013,-6.18103,-1.7919,-341234.5897,-13.15104,2.17897,-3.47813,-11.85189,-8.51441,-3.62086,-439941.56765,-16.61527,2.57298,-3.41751,-15.77074
Capric Acid,CCCCCCCCCC(=O)O,Myristic Acid,CCCCCCCCCCCCCC(=O)O,302.31,0.9503,-6.18103,-1.7919,-341234.5897,-13.15104,2.17897,-3.47813,-11.85189,-8.51441,-3.62086,-439941.56765,-16.61527,2.57298,-3.41751,-15.77074
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,332.87,0.1207,-6.17426,-1.78693,-341234.58293,-13.18808,2.14285,-3.45375,-11.87718,-9.71309,-4.55958,-489295.09996,-18.47005,2.70506,-3.38246,-17.79264
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,331.23,0.1981,-6.17426,-1.78693,-341234.58293,-13.18808,2.14285,-3.45375,-11.87718,-9.71309,-4.55958,-489295.09996,-18.47005,2.70506,-3.38246,-17.79264
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,328.87,0.2993,-6.17426,-1.78693,-341234.58293,-13.18808,2.14285,-3.45375,-11.87718,-9.71309,-4.55958,-489295.09996,-18.47005,2.70506,-3.38246,-17.79264
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,326.06,0.3991,-6.17426,-1.78693,-341234.58293,-13.18808,2.14285,-3.45375,-11.87718,-9.71309,-4.55958,-489295.09996,-18.47005,2.70506,-3.38246,-17.79264
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,322.75,0.5032,-6.17426,-1.78693,-341234.58293,-13.18808,2.14285,-3.45375,-11.87718,-9.71309,-4.55958,-489295.09996,-18.47005,2.70506,-3.38246,-17.79264
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,320.07,0.5998,-6.17426,-1.78693,-341234.58293,-13.18808,2.14285,-3.45375,-11.87718,-9.71309,-4.55958,-489295.09996,-18.47005,2.70506,-3.38246,-17.79264
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,313.38,0.7043,-6.17426,-1.78693,-341234.58293,-13.18808,2.14285,-3.45375,-11.87718,-9.71309,-4.55958,-489295.09996,-18.47005,2.70506,-3.38246,-17.79264
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,310.15,0.7496,-6.17426,-1.78693,-341234.58293,-13.18808,2.14285,-3.45375,-11.87718,-9.71309,-4.55958,-489295.09996,-18.47005,2.70506,-3.38246,-17.79264
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,304.68,0.7937,-6.17426,-1.78693,-341234.58293,-13.18808,2.14285,-3.45375,-11.87718,-9.71309,-4.55958,-489295.09996,-18.47005,2.70506,-3.38246,-17.79264
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,299.28,0.8484,-6.17426,-1.78693,-341234.58293,-13.18808,2.14285,-3.45375,-11.87718,-9.71309,-4.55958,-489295.09996,-18.47005,2.70506,-3.38246,-17.79264
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,300.2,0.9009,-6.17426,-1.78693,-341234.58293,-13.18808,2.14285,-3.45375,-11.87718,-9.71309,-4.55958,-489295.09996,-18.47005,2.70506,-3.38246,-17.79264
Capric Acid,CCCCCCCCCC(=O)O,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,303.08,0.9502,-6.17426,-1.78693,-341234.58293,-13.18808,2.14285,-3.45375,-11.87718,-9.71309,-4.55958,-489295.09996,-18.47005,2.70506,-3.38246,-17.79264
Capric Acid,CCCCCCCCCC(=O)O,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,355.95,0.2099103182568719,-6.43429,-1.97763,-341234.84296,-13.15969,2.63603,-3.96595,-11.82977,-6.25405,-5.89925,-519468.62984,-16.36357,3.72699,-5.65182,-14.43874
Capric Acid,CCCCCCCCCC(=O)O,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,370.25,0.5009174666331871,-6.43429,-1.97763,-341234.84296,-13.15969,2.63603,-3.96595,-11.82977,-6.25405,-5.89925,-519468.62984,-16.36357,3.72699,-5.65182,-14.43874
Capric Acid,CCCCCCCCCC(=O)O,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,288.54999999999995,0.7365617708488085,-6.43429,-1.97763,-341234.84296,-13.15969,2.63603,-3.96595,-11.82977,-6.25405,-5.89925,-519468.62984,-16.36357,3.72699,-5.65182,-14.43874
Capric Acid,CCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,340.66,0.1013,-6.16662,-1.78133,-341234.57529,-13.20997,2.11356,-3.42295,-11.90058,-10.9257,-5.49203,-538648.65492,-20.40774,2.81362,-3.42425,-19.79712
Capric Acid,CCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,338.62,0.1989,-6.16662,-1.78133,-341234.57529,-13.20997,2.11356,-3.42295,-11.90058,-10.9257,-5.49203,-538648.65492,-20.40774,2.81362,-3.42425,-19.79712
Capric Acid,CCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,336.62,0.2967,-6.16662,-1.78133,-341234.57529,-13.20997,2.11356,-3.42295,-11.90058,-10.9257,-5.49203,-538648.65492,-20.40774,2.81362,-3.42425,-19.79712
Capric Acid,CCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,334.28,0.395,-6.16662,-1.78133,-341234.57529,-13.20997,2.11356,-3.42295,-11.90058,-10.9257,-5.49203,-538648.65492,-20.40774,2.81362,-3.42425,-19.79712
Capric Acid,CCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,330.81,0.5032,-6.16662,-1.78133,-341234.57529,-13.20997,2.11356,-3.42295,-11.90058,-10.9257,-5.49203,-538648.65492,-20.40774,2.81362,-3.42425,-19.79712
Capric Acid,CCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,327.79,0.5972,-6.16662,-1.78133,-341234.57529,-13.20997,2.11356,-3.42295,-11.90058,-10.9257,-5.49203,-538648.65492,-20.40774,2.81362,-3.42425,-19.79712
Capric Acid,CCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,324.43,0.7044,-6.16662,-1.78133,-341234.57529,-13.20997,2.11356,-3.42295,-11.90058,-10.9257,-5.49203,-538648.65492,-20.40774,2.81362,-3.42425,-19.79712
Capric Acid,CCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,317.93,0.8012,-6.16662,-1.78133,-341234.57529,-13.20997,2.11356,-3.42295,-11.90058,-10.9257,-5.49203,-538648.65492,-20.40774,2.81362,-3.42425,-19.79712
Capric Acid,CCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,305.78,0.9002,-6.16662,-1.78133,-341234.57529,-13.20997,2.11356,-3.42295,-11.90058,-10.9257,-5.49203,-538648.65492,-20.40774,2.81362,-3.42425,-19.79712
Capric Acid,CCCCCCCCCC(=O)O,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,301.72,0.95,-6.16662,-1.78133,-341234.57529,-13.20997,2.11356,-3.42295,-11.90058,-10.9257,-5.49203,-538648.65492,-20.40774,2.81362,-3.42425,-19.79712
Capric Acid,CCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,318.01,0.1,-6.28286,-1.86657,-341234.69153,-13.34362,2.28012,-3.77257,-11.85117,-4.71304,-0.98097,-291723.84392,-9.06977,2.15295,-1.60498,-9.61774
Capric Acid,CCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,314.51,0.2,-6.28286,-1.86657,-341234.69153,-13.34362,2.28012,-3.77257,-11.85117,-4.71304,-0.98097,-291723.84392,-9.06977,2.15295,-1.60498,-9.61774
Capric Acid,CCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,306.47,0.3,-6.28286,-1.86657,-341234.69153,-13.34362,2.28012,-3.77257,-11.85117,-4.71304,-0.98097,-291723.84392,-9.06977,2.15295,-1.60498,-9.61774
Capric Acid,CCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,301.49,0.4,-6.28286,-1.86657,-341234.69153,-13.34362,2.28012,-3.77257,-11.85117,-4.71304,-0.98097,-291723.84392,-9.06977,2.15295,-1.60498,-9.61774
Capric Acid,CCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,294.95,0.45,-6.28286,-1.86657,-341234.69153,-13.34362,2.28012,-3.77257,-11.85117,-4.71304,-0.98097,-291723.84392,-9.06977,2.15295,-1.60498,-9.61774
Capric Acid,CCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,287.84,0.51,-6.28286,-1.86657,-341234.69153,-13.34362,2.28012,-3.77257,-11.85117,-4.71304,-0.98097,-291723.84392,-9.06977,2.15295,-1.60498,-9.61774
Capric Acid,CCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,289.87,0.55,-6.28286,-1.86657,-341234.69153,-13.34362,2.28012,-3.77257,-11.85117,-4.71304,-0.98097,-291723.84392,-9.06977,2.15295,-1.60498,-9.61774
Capric Acid,CCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,292.35,0.64,-6.28286,-1.86657,-341234.69153,-13.34362,2.28012,-3.77257,-11.85117,-4.71304,-0.98097,-291723.84392,-9.06977,2.15295,-1.60498,-9.61774
Capric Acid,CCCCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,293.36,0.7,-6.28286,-1.86657,-341234.69153,-13.34362,2.28012,-3.77257,-11.85117,-4.71304,-0.98097,-291723.84392,-9.06977,2.15295,-1.60498,-9.61774
