Component_1,Smiles_1,H_1,T_1,Component_2,Smiles_2,H_2,T_2,T_EP,X_1
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,325.00,0.60
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,328.20,0.68
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,333.70,0.80
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,61.36,344.04,337.40,0.90
[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,Urea,NC(N)=O,14.60,405.85,300.29,0.80
[N5555]Br,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],40.10,375.90,Erythritol,OC[C@H](O)[C@H](O)CO,39.30,394.70,346.64,0.43
[N6666]Br,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],11.60,370.60,Adipic Acid,O=C(O)CCCCC(=O)O,37.40,426.20,344.90,0.75
1-(Trifluoromethyl)urea,NC(=O)NC(F)(F)F,,374.15,Ethylammonium chloride,CC[NH3+].[Cl-],5.50,381.15,293.15,0.40
"1,1-Dimethylurea",CN(C)C(N)=O,29.60,454.20,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,392.15,0.62
"1,3-Dimethylurea",CNC(=O)NC,13.60,379.40,[N2222]Br,CC[N+](CC)(CC)CC.[Br-],13.90,633.00,296.15,0.67
"1,3-Dimethylurea",CNC(=O)NC,13.60,379.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,329.15,0.61
"1,8-Cineole",CC12CCC(CC1)C(C)(C)O2,,274.65,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,39.50,350.40,260.15,0.60
1-Methylurea,CNC(N)=O,15.90,373.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,302.15,0.67
1-Methylurea,CNC(N)=O,15.90,373.80,Ethylammonium chloride,CC[NH3+].[Cl-],5.50,381.15,302.15,0.50
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,603.15,372.87,0.25
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,603.15,374.69,0.33
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,603.15,387.58,0.50
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,603.15,406.92,0.67
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Benzyltriphenylphosphonium chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,603.15,403.05,0.83
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,243.14,0.67
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,228.15,0.71
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Ethylammonium chloride,CC[NH3+].[Cl-],5.50,381.15,303.15,0.60
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,350.19,0.27
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,363.73,0.33
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,336.80,0.50
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,331.55,0.60
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,273.15,0.67
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,241.36,0.75
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,223.88,0.80
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,211.16,0.86
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,203.86,0.89
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,206.11,0.91
"2,2,2-Trifluoroacetamide",NC(=O)C(F)(F)F,27.61,348.00,Methyltriphenylphosphonium bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],,504.15,206.37,0.93
"2,3-Xylenol",Cc1cccc(O)c1C,21.02,345.69,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,290.80,0.75
"2,3-Xylenol",Cc1cccc(O)c1C,21.02,345.69,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,316.30,0.80
"2,3-Xylenol",Cc1cccc(O)c1C,21.02,345.69,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,325.00,0.83
"2,4,6-Trimethylphenol",Cc1cc(C)c(O)c(C)c1,21.41,345.05,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,307.06,0.67
"3,4-Dimethylphenol",Cc1ccc(O)cc1C,18.13,334.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,273.16,0.67
4-Hydroxybenzoic acid,O=C(O)c1ccc(O)cc1,32.50,489.40,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,360.15,0.33
5-Phenylvaleric Acid,O=C(O)CCCCc1ccccc1,23.40,331.98,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,293.15,0.60
Acetamide,CC(N)=O,15.50,354.06,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,324.16,0.67
Acetic acid,CC(=O)O,11.71,289.85,[N4444]Br,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],10.00,390.80,254.70,0.50
Acetic acid,CC(=O)O,11.71,289.85,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,393.34,0.67
Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,29.80,414.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,206.15,0.67
Adiphenine,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,,386.65,Acetylsalicylic Acid,CC(=O)Oc1ccccc1C(=O)O,29.80,414.00,250.15,0.67
Adiphenine,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,,386.65,Urea,NC(N)=O,14.60,405.85,228.15,0.67
Adipic Acid,O=C(O)CCCCC(=O)O,37.40,426.20,[N2222]Br,CC[N+](CC)(CC)CC.[Br-],13.90,633.00,347.86,0.51
Adipic Acid,O=C(O)CCCCC(=O)O,37.40,426.20,[N3333]Br,CCC[N+](CCC)(CCC)CCC.[Br-],7.30,583.00,332.00,0.48
Adipic Acid,O=C(O)CCCCC(=O)O,37.40,426.20,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,358.15,0.50
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,35.78,435.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,539.75,0.10
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,35.78,435.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,492.65,0.20
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,35.78,435.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,428.72,0.30
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,35.78,435.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,367.68,0.40
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,35.78,435.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,322.22,0.50
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,35.78,435.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,341.52,0.61
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,35.78,435.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,359.72,0.70
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,35.78,435.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,381.58,0.80
Arabinose,O[C@H]1CO[C@H](O)[C@H](O)[C@H]1O,35.78,435.00,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,402.78,0.90
Benzamide,NC(=O)c1ccccc1,23.14,400.16,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,362.15,0.58
Benzoic Acid,O=C(O)c1ccccc1,17.73,395.50,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,337.35,0.50
Benzoic Acid,O=C(O)c1ccccc1,17.73,395.50,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,326.15,0.60
Benzoic Acid,O=C(O)c1ccccc1,17.73,395.50,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,347.98,0.67
Benzoic Acid,O=C(O)c1ccccc1,17.73,395.50,Betaine,C[N+](C)(C)CC(=O)[O-],42.76,514.15,353.80,0.70
Benzoic Acid,O=C(O)c1ccccc1,17.73,395.50,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,351.15,0.72
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,535.40,0.09
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,535.70,0.10
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,479.50,0.20
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,482.00,0.20
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,432.10,0.32
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,431.60,0.33
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,397.50,0.40
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,393.50,0.40
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,341.30,0.50
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,341.70,0.50
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,305.70,0.60
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,307.70,0.64
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,316.00,0.68
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,317.60,0.70
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,330.50,0.78
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,331.50,0.80
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,338.80,0.89
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],87.30,351.42,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,345.80,0.90
Caffeic acid,O=C(O)/C=C/c1ccc(O)c(O)c1,27.68,505.66,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,340.15,0.33
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,303.83,0.80
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,299.15,0.82
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N1111]Cl,C[N+](C)(C)C.[Cl-],20.49,612.87,304.94,0.89
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,465.25,0.19
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,431.00,0.30
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,403.28,0.35
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,346.25,0.50
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,297.15,0.60
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,301.66,0.70
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,304.18,0.80
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],51.24,535.40,304.79,0.90
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,444.45,0.20
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,404.05,0.30
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,375.55,0.40
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,316.91,0.60
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,300.30,0.70
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,295.57,0.80
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],66.58,502.40,304.36,0.90
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],14.69,344.00,261.20,0.67
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,543.95,0.06
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,520.95,0.10
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,499.80,0.15
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,473.55,0.21
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,453.70,0.24
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,427.85,0.33
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,413.70,0.36
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,395.55,0.41
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,373.60,0.46
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,343.30,0.52
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,328.75,0.54
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,304.70,0.60
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,305.45,0.66
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,304.10,0.70
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,304.45,0.79
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,ChCl,C[N+](C)(C)CCO.[Cl-],4.30,578.15,304.60,0.90
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,314.86,0.10
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,311.94,0.20
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,308.80,0.30
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,304.61,0.40
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,302.80,0.45
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,299.06,0.50
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,296.77,0.55
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,296.31,0.60
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,295.33,0.65
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,294.75,0.70
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,294.35,0.75
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,298.15,0.80
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lauric Acid,CCCCCCCCCCCC(=O)O,34.69,317.50,301.94,0.90
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,16.40,341.15,212.15,0.50
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,304.31,0.10
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,293.46,0.20
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,284.35,0.30
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,280.61,0.35
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,280.65,0.40
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,286.84,0.50
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,286.20,0.50
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,291.95,0.60
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,294.04,0.65
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,294.42,0.70
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,297.68,0.75
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,300.65,0.81
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,301.76,0.90
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,13.74,314.60,303.74,0.90
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,325.01,0.10
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,322.49,0.20
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,319.72,0.30
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,316.49,0.40
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,312.27,0.50
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,307.94,0.60
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,305.12,0.65
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,300.26,0.70
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,296.78,0.80
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,298.20,0.85
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,301.10,0.90
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Myristic Acid,CCCCCCCCCCCCCC(=O)O,45.75,327.00,302.31,0.95
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,332.87,0.12
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,331.23,0.20
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,328.87,0.30
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,326.06,0.40
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,322.75,0.50
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,320.07,0.60
Capric Acid,CCCCCCCCCC(=O)O,27.50,304.80,Palmitic Acid,CCCCCCCCCCCCCCCC(=O)O,51.02,336.80,313.38,0.70
