Component_1,Smiles_1,Component_2,Smiles_2,T_EP,X_1,profile_1#1,profile_2#1,profile_3#1,profile_4#1,profile_5#1,profile_6#1,profile_7#1,profile_8#1,profile_9#1,profile_10#1,profile_1#2,profile_2#2,profile_3#2,profile_4#2,profile_5#2,profile_6#2,profile_7#2,profile_8#2,profile_9#2,profile_10#2
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],535.7,0.101,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],479.5,0.2,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],482,0.202,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],432.1,0.323,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],431.6,0.328,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],397.5,0.399,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],393.5,0.401,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],341.3,0.5,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],341.7,0.501,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],305.7,0.601,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],307.7,0.644,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],316,0.681,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],317.6,0.697,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],330.5,0.778,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],331.5,0.803,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],338.8,0.886,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Benzyldimethyl-2-hydroxyethyl-ammonium chloride,C[N+](C)(CCO)Cc1ccccc1.[Cl-],ChCl,C[N+](C)(C)CCO.[Cl-],345.8,0.899,0,0,0.7518,6.014533333,4.7388,3.1932,1.0883,1.1028,2.9685,0.001666667,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Caffeic acid,O=C(O)/C=C/c1ccc(O)c(O)c1,ChCl,C[N+](C)(C)CCO.[Cl-],340.15,0.33,0.0726,0.9502,0.588733333,2.5149,2.488333333,5.822266667,2.183666667,1.7224,0.2368,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],573.35,0.1,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.5063,4.774033333,3.591,0.8577,0.083433333,0.7413,3.106466667,0.008
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],544.65,0.189,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.5063,4.774033333,3.591,0.8577,0.083433333,0.7413,3.106466667,0.008
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],497.45,0.308,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.5063,4.774033333,3.591,0.8577,0.083433333,0.7413,3.106466667,0.008
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],463.25,0.399,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.5063,4.774033333,3.591,0.8577,0.083433333,0.7413,3.106466667,0.008
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],423.75,0.501,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.5063,4.774033333,3.591,0.8577,0.083433333,0.7413,3.106466667,0.008
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],390.85,0.598,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.5063,4.774033333,3.591,0.8577,0.083433333,0.7413,3.106466667,0.008
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],347.75,0.69,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.5063,4.774033333,3.591,0.8577,0.083433333,0.7413,3.106466667,0.008
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],303.75,0.794,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.5063,4.774033333,3.591,0.8577,0.083433333,0.7413,3.106466667,0.008
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],303.83,0.802,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.5063,4.774033333,3.591,0.8577,0.083433333,0.7413,3.106466667,0.008
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],304.94,0.891,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.5063,4.774033333,3.591,0.8577,0.083433333,0.7413,3.106466667,0.008
Capric Acid,CCCCCCCCCC(=O)O,[N1111]Cl,C[N+](C)(C)C.[Cl-],304.55,0.901,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.5063,4.774033333,3.591,0.8577,0.083433333,0.7413,3.106466667,0.008
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],495.25,0.098,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.0282,4.985266667,6.420166667,1.9326,0.109066667,0.554933333,3.181233333,0.020633333
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],465.25,0.192,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.0282,4.985266667,6.420166667,1.9326,0.109066667,0.554933333,3.181233333,0.020633333
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],435.85,0.283,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.0282,4.985266667,6.420166667,1.9326,0.109066667,0.554933333,3.181233333,0.020633333
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],431,0.301,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.0282,4.985266667,6.420166667,1.9326,0.109066667,0.554933333,3.181233333,0.020633333
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],403.28,0.35,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.0282,4.985266667,6.420166667,1.9326,0.109066667,0.554933333,3.181233333,0.020633333
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],373.45,0.41,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.0282,4.985266667,6.420166667,1.9326,0.109066667,0.554933333,3.181233333,0.020633333
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],344.22,0.492,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.0282,4.985266667,6.420166667,1.9326,0.109066667,0.554933333,3.181233333,0.020633333
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],346.25,0.5,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.0282,4.985266667,6.420166667,1.9326,0.109066667,0.554933333,3.181233333,0.020633333
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],312.28,0.599,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.0282,4.985266667,6.420166667,1.9326,0.109066667,0.554933333,3.181233333,0.020633333
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],301.66,0.697,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.0282,4.985266667,6.420166667,1.9326,0.109066667,0.554933333,3.181233333,0.020633333
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],304.18,0.804,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.0282,4.985266667,6.420166667,1.9326,0.109066667,0.554933333,3.181233333,0.020633333
Capric Acid,CCCCCCCCCC(=O)O,[N2222]Cl,CC[N+](CC)(CC)CC.[Cl-],305.05,0.903,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.0282,4.985266667,6.420166667,1.9326,0.109066667,0.554933333,3.181233333,0.020633333
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],483.45,0.1,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.032433333,3.587433333,11.0162,4.4138,0.211866667,0.503566667,3.016166667,0.143566667
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],444.45,0.201,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.032433333,3.587433333,11.0162,4.4138,0.211866667,0.503566667,3.016166667,0.143566667
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],404.05,0.3,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.032433333,3.587433333,11.0162,4.4138,0.211866667,0.503566667,3.016166667,0.143566667
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],375.55,0.4,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.032433333,3.587433333,11.0162,4.4138,0.211866667,0.503566667,3.016166667,0.143566667
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],346.25,0.5,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.032433333,3.587433333,11.0162,4.4138,0.211866667,0.503566667,3.016166667,0.143566667
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],316.91,0.599,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.032433333,3.587433333,11.0162,4.4138,0.211866667,0.503566667,3.016166667,0.143566667
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],315.55,0.6,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.032433333,3.587433333,11.0162,4.4138,0.211866667,0.503566667,3.016166667,0.143566667
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],300.3,0.704,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.032433333,3.587433333,11.0162,4.4138,0.211866667,0.503566667,3.016166667,0.143566667
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],295.57,0.798,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.032433333,3.587433333,11.0162,4.4138,0.211866667,0.503566667,3.016166667,0.143566667
Capric Acid,CCCCCCCCCC(=O)O,[N3333]Cl,CCC[N+](CCC)(CCC)CCC.[Cl-],304.36,0.9,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.032433333,3.587433333,11.0162,4.4138,0.211866667,0.503566667,3.016166667,0.143566667
Capric Acid,CCCCCCCCCC(=O)O,[N4444]Cl,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],261.2,0.666666667,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.054833333,3.293333333,14.8121,7.187933333,0.120533333,0.257866667,2.991733333,0.419666667
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],543.95,0.062,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],520.95,0.104,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],499.8,0.15,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],473.55,0.214,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],453.7,0.239,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],427.85,0.325,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],413.7,0.358,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],395.55,0.408,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],373.6,0.46,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],343.3,0.515,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],328.75,0.544,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],304.7,0.601,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],305.45,0.658,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],304.1,0.704,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],304.45,0.788,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],304.6,0.899,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0,0.57,5.176133333,3.3072,0.487933333,0.674133333,1.1266,3.000666667,0.001833333
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,314.86,0.101,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0.006833333,0.350433333,0.151766667,0.4797,11.1629,8.8235,0.891433333,1.284566667,0.151166667,0
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,311.94,0.1993,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0.006833333,0.350433333,0.151766667,0.4797,11.1629,8.8235,0.891433333,1.284566667,0.151166667,0
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,308.8,0.2999,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0.006833333,0.350433333,0.151766667,0.4797,11.1629,8.8235,0.891433333,1.284566667,0.151166667,0
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,304.61,0.4001,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0.006833333,0.350433333,0.151766667,0.4797,11.1629,8.8235,0.891433333,1.284566667,0.151166667,0
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,302.8,0.4457,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0.006833333,0.350433333,0.151766667,0.4797,11.1629,8.8235,0.891433333,1.284566667,0.151166667,0
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,299.06,0.5002,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0.006833333,0.350433333,0.151766667,0.4797,11.1629,8.8235,0.891433333,1.284566667,0.151166667,0
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,296.77,0.553,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0.006833333,0.350433333,0.151766667,0.4797,11.1629,8.8235,0.891433333,1.284566667,0.151166667,0
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,296.31,0.5989,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0.006833333,0.350433333,0.151766667,0.4797,11.1629,8.8235,0.891433333,1.284566667,0.151166667,0
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,295.33,0.6529,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0.006833333,0.350433333,0.151766667,0.4797,11.1629,8.8235,0.891433333,1.284566667,0.151166667,0
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,294.75,0.7001,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0.006833333,0.350433333,0.151766667,0.4797,11.1629,8.8235,0.891433333,1.284566667,0.151166667,0
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,294.35,0.7516,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0.006833333,0.350433333,0.151766667,0.4797,11.1629,8.8235,0.891433333,1.284566667,0.151166667,0
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,298.15,0.7998,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0.006833333,0.350433333,0.151766667,0.4797,11.1629,8.8235,0.891433333,1.284566667,0.151166667,0
Capric Acid,CCCCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,301.94,0.9,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0.006833333,0.350433333,0.151766667,0.4797,11.1629,8.8235,0.891433333,1.284566667,0.151166667,0
Capric Acid,CCCCCCCCCC(=O)O,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,212.15,0.5,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0.084933333,0.367166667,1.9136,9.750333333,7.3064,2.051833333,0.397333333,0.679033333,0.273
Capric Acid,CCCCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,307,0.1,0.0075,0.3586,0.171933333,0.4557,9.7727,7.143066667,0.930766667,1.295566667,0.141966667,0,0,0.076666667,0.343633333,0.289333333,8.2067,7.091666667,0.3944,0.422,0.328166667,0.004633333
