Component_1,Smiles_1,Component_2,Smiles_2,T_EP,X_1,sig2#1,sig3#1,sig4#1,sig5#1,sig6#1,Hb_acc3#1,Hb_don3#1,Volume#1,E_diel#1,av_dE#1,E_vdw#1,E_ring#1,mu_gas#1,sig2#2,sig3#2,sig4#2,sig5#2,sig6#2,Hb_acc3#2,Hb_don3#2,Volume#2,E_diel#2,av_dE#2,E_vdw#2,E_ring#2,mu_gas#2,WAPS#1,WANS#1,WAPS#2,WANS#2
Caprylic Acid,CCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,295.33,0.6529,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,68.3414,4.9841,110.6439,-33.1314,263.6073,1.9325,3.0371,293.8848,-8.8835,0.5805,10.206,0,9.7953,0.005170508,-0.003697257,0.004446113,-0.003116965
Caprylic Acid,CCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,294.75,0.7001,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,68.3414,4.9841,110.6439,-33.1314,263.6073,1.9325,3.0371,293.8848,-8.8835,0.5805,10.206,0,9.7953,0.005170508,-0.003697257,0.004446113,-0.003116965
Caprylic Acid,CCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,294.35,0.7516,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,68.3414,4.9841,110.6439,-33.1314,263.6073,1.9325,3.0371,293.8848,-8.8835,0.5805,10.206,0,9.7953,0.005170508,-0.003697257,0.004446113,-0.003116965
Caprylic Acid,CCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,298.15,0.7998,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,68.3414,4.9841,110.6439,-33.1314,263.6073,1.9325,3.0371,293.8848,-8.8835,0.5805,10.206,0,9.7953,0.005170508,-0.003697257,0.004446113,-0.003116965
Caprylic Acid,CCCCCCCC(=O)O,Lauric Acid,CCCCCCCCCCCC(=O)O,301.94,0.9,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,68.3414,4.9841,110.6439,-33.1314,263.6073,1.9325,3.0371,293.8848,-8.8835,0.5805,10.206,0,9.7953,0.005170508,-0.003697257,0.004446113,-0.003116965
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,286,0.1,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.005170508,-0.003697257,0.004061712,-0.003052297
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,284,0.2,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.005170508,-0.003697257,0.004061712,-0.003052297
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,279,0.3,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.005170508,-0.003697257,0.004061712,-0.003052297
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,274,0.4,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.005170508,-0.003697257,0.004061712,-0.003052297
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,267,0.5,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.005170508,-0.003697257,0.004061712,-0.003052297
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,276,0.6,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.005170508,-0.003697257,0.004061712,-0.003052297
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,287,0.7,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.005170508,-0.003697257,0.004061712,-0.003052297
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,299,0.8,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.005170508,-0.003697257,0.004061712,-0.003052297
Caprylic Acid,CCCCCCCC(=O)O,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,308,0.9,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.005170508,-0.003697257,0.004061712,-0.003052297
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,318.49,0.09,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,57.5989,-16.806,75.3506,-69.3387,175.3033,0.3685,2.7955,208.9508,-7.6961,0.5105,7.4083,-1.1335,6.6958,0.005170508,-0.003697257,0.004302025,-0.004496087
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,312.05,0.2,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,57.5989,-16.806,75.3506,-69.3387,175.3033,0.3685,2.7955,208.9508,-7.6961,0.5105,7.4083,-1.1335,6.6958,0.005170508,-0.003697257,0.004302025,-0.004496087
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,302.51,0.3,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,57.5989,-16.806,75.3506,-69.3387,175.3033,0.3685,2.7955,208.9508,-7.6961,0.5105,7.4083,-1.1335,6.6958,0.005170508,-0.003697257,0.004302025,-0.004496087
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,296.95,0.4,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,57.5989,-16.806,75.3506,-69.3387,175.3033,0.3685,2.7955,208.9508,-7.6961,0.5105,7.4083,-1.1335,6.6958,0.005170508,-0.003697257,0.004302025,-0.004496087
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,284.16,0.5,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,57.5989,-16.806,75.3506,-69.3387,175.3033,0.3685,2.7955,208.9508,-7.6961,0.5105,7.4083,-1.1335,6.6958,0.005170508,-0.003697257,0.004302025,-0.004496087
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,274.98,0.59,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,57.5989,-16.806,75.3506,-69.3387,175.3033,0.3685,2.7955,208.9508,-7.6961,0.5105,7.4083,-1.1335,6.6958,0.005170508,-0.003697257,0.004302025,-0.004496087
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,275.45,0.7,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,57.5989,-16.806,75.3506,-69.3387,175.3033,0.3685,2.7955,208.9508,-7.6961,0.5105,7.4083,-1.1335,6.6958,0.005170508,-0.003697257,0.004302025,-0.004496087
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,280.16,0.8,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,57.5989,-16.806,75.3506,-69.3387,175.3033,0.3685,2.7955,208.9508,-7.6961,0.5105,7.4083,-1.1335,6.6958,0.005170508,-0.003697257,0.004302025,-0.004496087
Caprylic Acid,CCCCCCCC(=O)O,Thymol,Cc1ccc(C(C)C)c(O)c1,285.13,0.9,66.4627,2.546,109.7104,-38.2065,260.6664,1.7688,3.0695,205.6622,-8.68,0.562,7.2524,0,6.9763,57.5989,-16.806,75.3506,-69.3387,175.3033,0.3685,2.7955,208.9508,-7.6961,0.5105,7.4083,-1.1335,6.6958,0.005170508,-0.003697257,0.004302025,-0.004496087
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],586.9,0.102,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,170.1339,149.6481,378.5868,542.1793,1051.1653,19.0972,0.1957,157.9064,-43.852,0.5618,6.5021,0,-17.3924,0.012944751,-0.006715318,0.014149115,-0.006607516
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],563.6,0.204,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,170.1339,149.6481,378.5868,542.1793,1051.1653,19.0972,0.1957,157.9064,-43.852,0.5618,6.5021,0,-17.3924,0.012944751,-0.006715318,0.014149115,-0.006607516
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],525.7,0.306,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,170.1339,149.6481,378.5868,542.1793,1051.1653,19.0972,0.1957,157.9064,-43.852,0.5618,6.5021,0,-17.3924,0.012944751,-0.006715318,0.014149115,-0.006607516
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],497.7,0.397,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,170.1339,149.6481,378.5868,542.1793,1051.1653,19.0972,0.1957,157.9064,-43.852,0.5618,6.5021,0,-17.3924,0.012944751,-0.006715318,0.014149115,-0.006607516
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],473.4,0.495,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,170.1339,149.6481,378.5868,542.1793,1051.1653,19.0972,0.1957,157.9064,-43.852,0.5618,6.5021,0,-17.3924,0.012944751,-0.006715318,0.014149115,-0.006607516
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],493.6,0.581,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,170.1339,149.6481,378.5868,542.1793,1051.1653,19.0972,0.1957,157.9064,-43.852,0.5618,6.5021,0,-17.3924,0.012944751,-0.006715318,0.014149115,-0.006607516
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],520,0.694,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,170.1339,149.6481,378.5868,542.1793,1051.1653,19.0972,0.1957,157.9064,-43.852,0.5618,6.5021,0,-17.3924,0.012944751,-0.006715318,0.014149115,-0.006607516
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],541.8,0.804,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,170.1339,149.6481,378.5868,542.1793,1051.1653,19.0972,0.1957,157.9064,-43.852,0.5618,6.5021,0,-17.3924,0.012944751,-0.006715318,0.014149115,-0.006607516
ChCl,C[N+](C)(C)CCO.[Cl-],[N1111]Cl,C[N+](C)(C)C.[Cl-],567.5,0.898,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,170.1339,149.6481,378.5868,542.1793,1051.1653,19.0972,0.1957,157.9064,-43.852,0.5618,6.5021,0,-17.3924,0.012944751,-0.006715318,0.014149115,-0.006607516
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],598.8,0.106,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,200.514,-33.2969,525.9864,-180.4567,1452.468,13.0281,13.9794,66.7025,-43.0826,0.7182,3.5866,0,-19.6128,0.012944751,-0.006715318,0.013639317,-0.015598717
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],568.6,0.2,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,200.514,-33.2969,525.9864,-180.4567,1452.468,13.0281,13.9794,66.7025,-43.0826,0.7182,3.5866,0,-19.6128,0.012944751,-0.006715318,0.013639317,-0.015598717
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],537.2,0.296,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,200.514,-33.2969,525.9864,-180.4567,1452.468,13.0281,13.9794,66.7025,-43.0826,0.7182,3.5866,0,-19.6128,0.012944751,-0.006715318,0.013639317,-0.015598717
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],510,0.384,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,200.514,-33.2969,525.9864,-180.4567,1452.468,13.0281,13.9794,66.7025,-43.0826,0.7182,3.5866,0,-19.6128,0.012944751,-0.006715318,0.013639317,-0.015598717
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],473.8,0.494,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,200.514,-33.2969,525.9864,-180.4567,1452.468,13.0281,13.9794,66.7025,-43.0826,0.7182,3.5866,0,-19.6128,0.012944751,-0.006715318,0.013639317,-0.015598717
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],483.6,0.589,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,200.514,-33.2969,525.9864,-180.4567,1452.468,13.0281,13.9794,66.7025,-43.0826,0.7182,3.5866,0,-19.6128,0.012944751,-0.006715318,0.013639317,-0.015598717
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],503.8,0.695,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,200.514,-33.2969,525.9864,-180.4567,1452.468,13.0281,13.9794,66.7025,-43.0826,0.7182,3.5866,0,-19.6128,0.012944751,-0.006715318,0.013639317,-0.015598717
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],513.6,0.763,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,200.514,-33.2969,525.9864,-180.4567,1452.468,13.0281,13.9794,66.7025,-43.0826,0.7182,3.5866,0,-19.6128,0.012944751,-0.006715318,0.013639317,-0.015598717
ChCl,C[N+](C)(C)CCO.[Cl-],[NH4]Cl,[Cl-].[NH4+],539.9,0.879,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,200.514,-33.2969,525.9864,-180.4567,1452.468,13.0281,13.9794,66.7025,-43.0826,0.7182,3.5866,0,-19.6128,0.012944751,-0.006715318,0.013639317,-0.015598717
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],557.85,0.052,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],512.35,0.101,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],478.98,0.151,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],431.68,0.2,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],387.12,0.25,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],343.55,0.314,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],348.98,0.4,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],356.75,0.451,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],364.05,0.499,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],370.98,0.552,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],379.48,0.6,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],384.02,0.65,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],393.48,0.7,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],397.98,0.748,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],404.48,0.8,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],411.35,0.85,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],418.28,0.898,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Citric Acid,O=C(O)CC(O)(CC(=O)O)C(=O)O,ChCl,C[N+](C)(C)CCO.[Cl-],423.15,0.938,200.3898,-29.2308,451.5165,-178.0371,1375.7614,7.8477,12.4588,200.3224,-30.6893,1.6051,5.1891,0,-8.4482,171.9745,120.106,311.401,376.8907,713.9818,15.0395,0.229,188.1524,-43.9005,0.6451,6.901,0,-16.944,0.008814772,-0.008986253,0.012944751,-0.006715318
Cyclohexanecarboxylic Acid,O=C(O)C1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,265,0.5,61.2837,3.9079,106.1549,-35.5796,253.8858,1.7772,2.9924,165.8123,-8.1355,0.5173,5.4943,-1.1335,4.4525,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.006156915,-0.00382738,0.004061712,-0.003052297
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,308.182,0.1,65.0692,3.4467,109.635,-35.7307,261.24,1.8367,3.0289,208.525,-8.5295,0.5515,6.9002,-1.1335,5.5937,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.005326201,-0.003651811,0.004061712,-0.003052297
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,298.9,0.2,65.0692,3.4467,109.635,-35.7307,261.24,1.8367,3.0289,208.525,-8.5295,0.5515,6.9002,-1.1335,5.5937,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.005326201,-0.003651811,0.004061712,-0.003052297
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,289.19,0.3,65.0692,3.4467,109.635,-35.7307,261.24,1.8367,3.0289,208.525,-8.5295,0.5515,6.9002,-1.1335,5.5937,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.005326201,-0.003651811,0.004061712,-0.003052297
Cyclohexylpropionic Acid,O=C(O)CCC1CCCCC1,Menthol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,275.455,0.4,65.0692,3.4467,109.635,-35.7307,261.24,1.8367,3.0289,208.525,-8.5295,0.5515,6.9002,-1.1335,5.5937,45.0729,16.4676,74.2376,48.395,175.7112,2.6238,1.0277,227.8497,-5.8134,0.4176,7.5513,-1.1335,8.2165,0.005326201,-0.003651811,0.004061712,-0.003052297
